code;name
11492;1ДСТУ 8938:2019 108х16 ст45
14871;ГОСТ 8732 159х18 ст20
11751;ГОСТ 8734 38х12 ст20
9569;Порізка 32 різов   (ДКПП 25.62.20-00.00)
11746;ГОСТ 8734 38х 4 ст20
7434;Труба проф. 120х120х 6 ст09Г2С
7616;Труба проф. 80х60х 8 ст20
14504;GB/T 8162:2018 42х 3.5 ст20
10609;ДСТУ 8938:2019 83х18 ст35
10613;ДСТУ 8938:2019 83х12 ст35
10807;ДСТУ 8938:2019 89х10 ст35
14792;ГАРЯЧА GB/T 8162:2018 45х10 ст45
14881;ДСТУ 8938:2019 83х22 ст45
15029;Труби стальні холоднодеформовані 50х 6 ст 45
14591;ДСТУ 8938:2019 60х14 ст20
12250;ГОСТ 8734 63х 9 ст20
14402;ДСТУ 8938:2019 180х25 ст35
15104;ГАРЯЧА  GB/T 8162:2018 60х 8 ст20
11745;ГОСТ 8734 38х 3.5 ст20
10780;ДСТУ 8938:2019 351х10 ст20
12053;ГОСТ 8732 245х 8 ст20
6256;ГОСТ 8732 299х10 ст20
10549;ДСТУ 8938:2019 245х 8 ст20
13950;ДСТУ 8939:2019 30х 5 ст20
14639;ДСТУ 8938:2019 108х22 ст45
14107;ГОСТ 8732 114х 7 ст20
14505;GB/T 8162:2018 121х 5 ст20
14520;GB/T 8162:2018 42х 8 ст45
7598;Труба проф. 100х60х 6 ст09Г2С
7522;Труба проф. 80х80х 6 ст09Г2С
7625;Труба проф. 80х40х 6 ст20
10711;ДСТУ 8938:2019 108х25 ст20
7474;Труба проф. 140х140х 9 ст35
14908;ГАРЯЧА  GB/T 8162:2018 60х 6 ст20
10642;ДСТУ 8938:2019 89х10 ст20
8245;Труба проф. 180х80х 6 ст20
12414;ДСТУ 8939:2019 121х 6 ст20
7011;ГОСТ 8732 63.5х 4 ст20
10770;ДСТУ 8938:2019 219х36 ст20
14411;ДСТУ 8938:2019 273х40 ст20
8243;Труба проф. 300х200х10 ст20
7740;Труба проф. 250х110х10 ст20
10565;ДСТУ 8938:2019 121х20 ст20
14551;ДСТУ 8938:2019 168х12 ст20
6626;ГОСТ 8732 89х 3.5 ст10
8558;Порізка 25 різа ( ДКПП  25.62.20-00.00)
10593;ДСТУ 8938:2019 42х 4.5 ст20
9527;Порізка 54 різов   (ДКПП 25.62.20-00.00)
6316;ГОСТ 8732 325х25 ст20
14606;ДСТУ 8938:2019 325х25 ст20
11102;ДСТУ 8938:2019 89х14 ст35
14141;GB/T 8162:2018 57х14 ст20
14200;GB/T 8162:2018 65х12 ст20
7538;Труба проф. 70х70х 6 ст20
14498;GB/T 8162:2018 20х 5 ст20
10699;ДСТУ 8938:2019 102х 8 ст20
14759;ДСТУ 8938:2019 73х 8 ст20
11865;ГОСТ 8734 70х11 ст20
6679;ГОСТ 8732 89х22 ст45
8247;Труба проф. 180х80х 8 ст20
12596;ДСТУ 8939:2019 68х 8 ст20
5806;ГОСТ 8732 146х25 ст45
11878;ГОСТ 8734 89х20 ст20
14154;ДСТУ 8938:2019 83х18 ст45
7623;Труба проф. 80х40х 5 ст20
11900;ДСТУ 8939:2019 57х 4 ст20
7288;ГОСТ 8734 51х10 ст20
14388;ДСТУ 8938:2019 83х16 ст45
14447;ДСТУ 8938:2019 121х25 ст45
14839;ГАРЯЧА GB/T 8162:2018 76х 8 ст20
13038;Оренда частини матеріального складу (капітальний склад)
13040;Оренда відкритої площадки
14171;Оренда частини будівлі гаражу (бокс)
13041;Допоміжні внутрішньоскладські роботи
14793;ГАРЯЧА GB/T 8162:2018 14х 1.5 ст20
11397;ДСТУ 8938:2019 180х 8 ст09Г2С
14207;GB/T 8162:2018 121х 8 ст20
14890;ДСТУ 8938:2019 245х40 ст20
10236;ДСТУ 8939:2019 22х4 ст20
10456;ДСТУ 8938:2019 70х 3.5 ст20
13892;GB/T 8162:2018 30х 8 ст20
11243;ДСТУ 8938:2019 30х 8 ст20
10700;ДСТУ 8938:2019 102х 4 ст20
10787;ДСТУ 8938:2019 42х 3 ст20
11722;ГОСТ 8734 30х 8 ст20
12948;ГОСТ 8732 114х12 ст20
13791;ГОСТ 8732 159х 4.5 ст20
14155;ДСТУ 8938:2019 102х14 ст20
7290;ГОСТ 8734 51х12.5 ст20
11592;ДСТУ 8938:2019 70х18 ст20
8253;Труба проф. 250х150х 8 ст20
7448;Труба проф. 100х100х 8 ст09Г2С
7554;Труба проф. 50х50х 5 ст20
7680;Труба проф. 200х100х10 ст20
7739;Труба проф. 250х110х 8 ст20
7984;Труба проф. 220х100х8 ст20
10446;ДСТУ 8938:2019 89х12 ст20
11859;ГОСТ 8734 68х 8 ст20
11905;ДСТУ 8939:2019 89х 8 ст20
14834;ГАРЯЧА GB/T 8162:2018 76х 4 ст20
14841;ГАРЯЧА GB/T 8162:2018 73х 8 ст20
14885;ДСТУ 8938:2019 89х16 ст20
7608;Труба проф. 100х50х 6 ст20
15099;ГАРЯЧА GB/T 8162:2018 30х 8 ст20
10489;ДСТУ 8938:2019 108х22 ст35
11355;ДСТУ 8938:2019 299х50 ст45
11838;ГОСТ 8734 108х22 ст20
13739;ДСТУ 8938:2019 95х10 ст20
11048;ДСТУ 8939:2019 12х 1.5 ст20
11815;ДСТУ 8939:2019 38х 6 ст20
13020;ДСТУ 8939:2019 15х 3 ст20
13843;"ДСТУ 8939:2019 42х 3,5 ст20"
14127;GB/T 8162:2018 21х 4 ст20
14134;GB/T 8162:2018 30х 2.5 ст20
14500;GB/T 8162:2018 22х 2 ст20
10719;ДСТУ 8938:2019 127х12 ст20
11846;ГОСТ 8734 220х25 ст20
13879;ДСТУ 8938:2019 194х14 ст20
5649;ГОСТ 8732 127х 5 ст20
14536;GB/T 8162:2018 133х 4 ст20
14594;ДСТУ 8938:2019 108х22 ст20
11786;ДСТУ 8939:2019 14х 3 ст20
14210;ДСТУ 8938:2019 146х20 ст20
8706;Порізка 52 різов   (ДКПП 25.62.20-00.00)
9521;Порізка 26 різов   (ДКПП 25.62.20-00.00)
11791;ДСТУ 8939:2019 18х 5 ст20
13890;GB/T 8162:2018 18х 5 ст20
14278;GB/T 8162:2018 73х12  ст20
13919;Порізка 64 різов ( ДКПП 25.62.20-00.00)
7592;Труба проф. 100х80х 6 ст09Г2С
7536;Труба проф. 70х70х 4 ст20
7574;Труба проф. 120х80х 8 ст09Г2С
10740;ДСТУ 8938:2019 245х10 ст20
10781;ДСТУ 8938:2019 351х12 ст20
11578;ДСТУ 8938:2019 508х12 ст20
11898;ДСТУ 8939:2019 32х 4 ст20
13847;ДСТУ 8938:2019 426х20 ст20
14781;ДСТУ 8938:2019 180х30 ст20
12311;ДСТУ 8938:2019 180х25 ст20
10554;ДСТУ 8938:2019 159х 6 ст20
12292;ДСТУ 8938:2019 133х 5 ст20
13570;ДСТУ 8938:2019 114х 4 ст20
8042;ГОСТ 8732 406х60 ст20
10590;ДСТУ 8938:2019 406х60 ст20
5761;ГОСТ 8732 140х34 ст35
14303;ДСТУ 8938:2019 89х11 ст20
11539;ДСТУ 8938:2019 159х 5 ст20
14752;GB/T 8162:2018 114х 4 ст20
14368;ДСТУ 8938:2019 140х35 ст20
14765;ГОСТ 8732 133х10 ст20
10639;ДСТУ 8938:2019 108х 8 ст20
11790;ДСТУ 8939:2019 18х 4 ст20
9936;ДСТУ 8938:2019 114х25 ст45
14483;ДСТУ 8938:2019 60х16 ст20
14241;ДСТУ 8938:2019 152х36 ст35
14835;ГАРЯЧА GB/T 8162:2018 50х 3.5 ст20
10546;ДСТУ 8938:2019 108х 6 ст20
14580;ДСТУ 8938:2019 299х30 ст20
11665;ГОСТ 8732 51х 5 ст20
13661;ДСТУ 8938:2019 426х36 ст20
11567;ДСТУ 8938:2019 325х45 ст45
12355;ДСТУ 8938:2019 426х18 ст20
14006;ДСТУ 8938:2019 89х14 ст45
14138;GB/T 8162:2018 48х10 ст20
11152;ДСТУ 8938:2019 33.7х 4.5 ст20
6771;ГОСТ 8732 73х 4 ст10
12992;ГОСТ 8732 168х14 ст20
14956;ГАРЯЧА GB/T 8162:2018 36х 8 ст20
14832;ГАРЯЧА GB/T 8162:2018 95х12 ст20
11729;ГОСТ 8734 32х 8 ст45
7493;Труба проф. 160х160х10 ст20
7521;Труба проф. 80х80х 5 ст09Г2С
6005;ГОСТ 8732 194х14 ст20
14609;GB/T 8162:2018 45х10 ст20
13920;ДСТУ 8938:2019 377х30 ст20
14803;ГАРЯЧА GB/T 8162:2018 25х 5 ст20
11006;ДСТУ 8938:2019 102х10 ст20
7528;Труба проф. 80х80х 6 ст20
11862;ГОСТ 8734 68х14 ст20
12597;ДСТУ 8939:2019 68х14 ст20
10729;ДСТУ 8938:2019 73х 5 ст20
7534;Труба проф. 70х70х 5 ст09Г2С
7691;Труба проф. 180х140х 8 ст09Г2С
9415;Труба проф. 80х60х 6 ст09Г2С
7640;Труба проф. 160х80х 6 ст20
7683;Труба проф. 180х100х 8 ст09Г2С
7734;Труба проф. 140х60х 5 ст20
7688;Труба проф. 180х100х12 ст20
9882;Труба проф. 150х100х 5 ст09Г2С
11575;ДСТУ 8938:2019 42х 3 ст20
11810;ДСТУ 8939:2019 32х 5 ст20
10581;ДСТУ 8938:2019 57х 5 ст20
13821;ДСТУ 8938:2019 140х20 ст20
11353;ДСТУ 8938:2019 273х36 ст20
10566;ДСТУ 8938:2019 159х 8 ст20
12057;ГОСТ 8732 245х12 ст20
11789;ДСТУ 8939:2019 18х 3 ст20
11569;ДСТУ 8938:2019 351х40 ст20
12994;ДСТУ 8938:2019 48.3х 2.6 ст20
14659;GB/T 8162:2018 28х 1.5 ст20
8246;Труба проф. 180х80х 7 ст20
10611;ДСТУ 8938:2019 89х 8 ст20
10588;ДСТУ 8938:2019 351х40 ст20
12349;ДСТУ 8938:2019 377х50 ст20
12548;ДСТУ 8939:2019 351х50 ст20
14040;ДСТУ 8938:2019 180х40 ст20
10707;ДСТУ 8938:2019 102х20 ст20
10579;ДСТУ 8938:2019 325х14 ст20
11464;ДСТУ 8938:2019 168х18 ст20
14887;ДСТУ 8938:2019 102х28 ст20
14418;GB/T 8162:2018 50х12 ст20
14524;GB/T 8162:2018 50х12 ст45
7725;Труба проф. 140х80х 8 ст20
7660;Труба проф. 200х150х 8 ст09Г2С
10763;ДСТУ 8938:2019 159х 7 ст20
11605;ДСТУ 8939:2019 159х 7 ст20
7115;Труба проф. 180х60х 6 ст20
12989;ДСТУ 8938:2019 76х14 ст35
14012;ДСТУ 8938:2019 127х30 ст20
14691;ДСТУ 8938:2019 95х18 ст20
14971;ГАРЯЧА GB/T 8162:2018 152х 5 ст20
7681;Труба проф. 200х100х12 ст20
11416;ДСТУ 8938:2019 60х 6 ст20
10805;ДСТУ 8938:2019 133х30 ст20
11750;ГОСТ 8734 38х10 ст20
12558;ДСТУ 8939:2019 38х10 ст20
7594;Труба проф. 100х80х 6 ст20
14251;GB/T 8162:2018 50х 5 ст20
11736;ГОСТ 8734 35х 5 ст20
6862;ГОСТ 8732 60х 5 ст10
14170;ДСТУ 8938:2019 219х25 ст45
14199;GB/T 8162:2018 54х14 ст20
10336;ДСТУ 8938:2019 194х 8 ст20
14717;ДСТУ 8938:2019 194х18 ст20
14957;ГАРЯЧА GB/T 8162:2018 40х 6 ст20
11167;ДСТУ 8938:2019 152х16 ст20
11199;ДСТУ 8938:2019 121х14 ст20
13558;ДСТУ 8938:2019 121х12 ст20
11864;ГОСТ 8734 70х10 ст20
7516;Труба проф. 90х90х 6 ст20
7576;Труба проф. 120х80х 5 ст20
7578;Труба проф. 120х80х 8 ст20
7639;Труба проф. 160х80х 5 ст20
11337;ДСТУ 8938:2019 73х10 ст20
14405;GB/T 8162:2018 73х10  ст20
7743;Труба проф. 60х40х 4 ст20
7712;Труба проф. 140х100х 6 ст20
7729;Труба проф. 160х90х 8 ст20
13895;GB/T 8162:2018 89х 6 ст20
14607;ДСТУ 8938:2019 73х16 ст20
11417;ДСТУ 8938:2019 219х16 ст20
10766;ДСТУ 8938:2019 168х14 ст20
13785;ДСТУ 8938:2019 127х20 ст20
14808;ГАРЯЧА GB/T 8162:2018 28х 8 ст20
11841;ГОСТ 8734 160х18 ст20
9777;ГОСТ 8732 168х40 ст45
10758;ДСТУ 8938:2019 146х10 ст20
10803;ДСТУ 8938:2019 114х20 ст35
14846;ГАРЯЧА GB/T 8162:2018 27х 2.5 ст20
6147;ГОСТ 8732 245х16 ст20
14668;GB/T 8162:2018 48х 6 ст20
14778;ДСТУ 8938:2019 89х20 ст20
7947;ГОСТ 8734 15х4.5 ст10
14018;ГОСТ 8732 114х 8 ст20
7551;Труба проф. 50х50х 5 ст09Г2С
7647;Труба проф. 160х100х6 ст20
14788;ДСТУ 8938:2019 114х28 ст20
7685;Труба проф. 180х100х 6 ст20
13057;Порізка 44 різов   (ДКПП 25.62.20-00.00)
8218;Труба проф. 150х80х 8 ст20
8513;Порізка  1 різ ( зг ДКПП 25.62.20-00.00)
6045;ГОСТ 8732 203х28 ст20
11978;ГОСТ 8732 152х 8 ст20
12449;ДСТУ 8939:2019 159х25 ст20
13741;ДСТУ 8938:2019 168х28 ст20
14495;ДСТУ 8938:2019 140х20 ст20
14959;ГАРЯЧА GB/T 8162:2018 63х12 ст20
10568;ДСТУ 8938:2019 219х14 ст20
11216;ДСТУ 8938:2019 194х12 ст20
7615;Труба проф. 80х60х 6 ст20
13789;ДСТУ 8938:2019 127х22 ст20
14150;GB/T 8162:2018 95х14 ст20
15097;ГАРЯЧА GB/T 8162:2018 16х 4 ст20
7207;ГОСТ 8734 35х 5 ст20
13586;ДСТУ 8938:2019 273х30 ст20
6263;ГОСТ 8732 299х18 ст20
12271;ГОСТ 8734 89х18 ст20
10788;ДСТУ 8938:2019 42х 3.5 ст20
14747;ГОСТ 8732 133х 5 ст20
10050;ГОСТ 8732 21х 3 ст20
12079;ГОСТ 8732 325х10 ст20
14215;ДСТУ 8938:2019 168х12 ст09Г2С
11773;ГОСТ 8734 50х 8 ст20
14455;ДСТУ 8938:2019 325х10 ст20
10608;ДСТУ 8938:2019 83х14 ст35
13887;ДСТУ 8938:2019 76х16 ст45
11117;ДСТУ 8938:2019 426х12 ст20
12990;ДСТУ 8938:2019 299х 8 ст20
10743;ДСТУ 8938:2019 377х 9 ст20
14892;ДСТУ 8938:2019 273х40 ст20
14891;ДСТУ 8938:2019 245х45 ст20
11860;ГОСТ 8734 68х10 ст20
14381;ДСТУ 8938:2019 127х25 ст20
14886;ДСТУ 8938:2019 95х18 ст20
14603;ДСТУ 8938:2019 245х50 ст20
14900;ДСТУ 8938:2019 530х35 ст20
14677;GB/T 8162:2018 68х 4 ст20
14843;ГАРЯЧА GB/T 8162:2018 83х 3.5 ст20
14910;ГАРЯЧА GB/T 8162:2018 73х 4 ст20
7511;Труба проф. 200х200х12 ст20
13000;ДСТУ 8938:2019 168х40 ст20
13606;ДСТУ 8938:2019 127х18 ст45
12030;ГОСТ 8732 194х40 ст45
13854;ДСТУ 8938:2019 194х30 ст45
14805;ГАРЯЧА GB/T 8162:2018 26х 3 ст20
5939;ГОСТ 8732 168х28 ст35
10693;ДСТУ 8938:2019 114х28 ст35
12204;ГОСТ 8732 89х18 ст35
14164;ДСТУ 8938:2019 245х25 ст45
15034;ДСТУ 8732 194х40 ст35
14492;ДСТУ 8938:2019 102х20 ст20
11777;ГОСТ 8734 57х 4 ст20
11814;ДСТУ 8939:2019 38х 4 ст20
14628;ГОСТ 8732 133х 6 ст20
14605;ДСТУ 8938:2019 299х50 ст20
7643;Труба проф. 160х80х10 ст35
14056;GB/T 8162:2018 45х 3 ст20
14004;GB/T 8162:2018 83х 8 ст20
14249;GB/T 8162:2018 32х 4 ст20
12068;ГОСТ 8732 273х18 ст20
11747;ГОСТ 8734 38х 5 ст20
13799;GB/T 8162:2018 80х 8 ст20
9270;Труба проф. 70х70х 6 ст09Г2С
14522;GB/T 8162:2018 48х12 ст20
14598;ДСТУ 8938:2019 127х16 ст20
14912;ГАРЯЧА GB/T 8162:2018 73х 6 ст20
14234;ДСТУ 8938:2019 89х 7 ст20
820;Труба проф. 200х120х 8 ст20
11003;ДСТУ 8938:2019 114х 7 ст20
13835;ДСТУ 8939:2019 21х 2 ст20
13946;ДСТУ 8939:2019 25х 2 ст20
12388;ДСТУ 8938:2019 95х25 ст45
10695;ДСТУ 8938:2019 32х 4.5 ст20
12036;ГОСТ 8732 219х 6 ст20
7596;Труба проф. 100х80х10 ст20
9225;Труба проф. 150х50х 5 ст20
6790;ГОСТ 8732 73х15 ст20
7480;Труба проф. 150х150х10 ст09Г2С
7550;Труба проф. 50х50х 4 ст09Г2С
12421;ДСТУ 8939:2019 127х16 ст20
10643;ДСТУ 8938:2019 426х10 ст20
10585;ДСТУ 8938:2019 33.7х 4 ст20
10487;ДСТУ 8938:2019 89х22 ст35
14353;ДСТУ 8938:2019 406х25 ст20
14820;ГАРЯЧА GB/T 8162:2018 54х 3 ст20
11463;ДСТУ 8938:2019 273х12 ст20
11051;ДСТУ 8939:2019 18х 1.5 ст20
14526;GB/T 8162:2018 54х12 ст20
7600;Труба проф. 100х60х 4 ст20
8516;Порізка  7 різов ( ДКПП 25.62.20-00.00)
7642;Труба проф. 160х80х10 ст20
7846;Труба проф. 220х140х 6 ст20
7848;Труба проф. 220х140х 8 ст20
8124;Труба проф. 310х210х8 ст20
13017;Труба проф. 100х100х 6 стQ345B
10647;ДСТУ 8938:2019 48.3х 3 ст20
10008;ГОСТ 8734 89х 8 ст20
12576;ДСТУ 8939:2019 57х 5 ст20
7564;Труба проф. 40х40х 4 ст20
11872;ГОСТ 8734 76х16 ст20
14413;Труба проф. 150х100х 8 стQ345B
10580;ДСТУ 8938:2019 32х 2.6 ст20
14484;ДСТУ 8938:2019 68х16 ст20
11795;ДСТУ 8939:2019 20х 6 ст20
10881;ДСТУ 8938:2019 133х25 ст20
14538;GB/T 8162:2018 146х 5 ст20
11479;ДСТУ 8938:2019 159х12 ст20
12334;ДСТУ 8938:2019 273х50 ст20
15054;ДСТУ 8938:2019 299х55 ст20
5791;ГОСТ 8732 146х30 ст20
9224;ГОСТ 8732 168х36 ст45
10869;ДСТУ 8938:2019 95х20 ст20
12459;ДСТУ 8939:2019 180х18 ст20
12498;ДСТУ 8939:2019 245х35 ст45
8625;Порізка 18 резов ( зг ДКПП 25.62.20-00.00)
7531;Труба проф. 80х80х10 ст20
12345;ДСТУ 8938:2019 351х60 ст20
14555;ДСТУ 8938:2019 219х45 ст20
7583;Труба проф. 120х60х 5 ст20
7545;Труба проф. 60х60х 5 ст20
12353;ДСТУ 8938:2019 406х16 ст20
14638;ДСТУ 8938:2019 146х18 ст20
8482;Труба проф. 200х80х 6 ст20
11658;ГОСТ 8732 45х 4 ст20
10939;ДСТУ 8938:2019 133х 8 ст20
12342;ДСТУ 8938:2019 325х40 ст45
10865;ДСТУ 8938:2019 203х45 ст20
11582;ДСТУ 8938:2019 530х 8 ст20
12126;ГОСТ 8732 457х12 ст20
12039;ГОСТ 8732 219х 8 ст20
14745;ДСТУ 8938:2019 121х 6 ст20
10299;ДСТУ 8938:2019 406х10 ст20
14844;ГАРЯЧА GB/T 8162:2018 63х 6 ст20
14817;ГАРЯЧА GB/T 8162:2018 40х10 ст20
7693;Труба проф. 180х140х 8 ст20
10714;ДСТУ 8938:2019 114х16 ст35
14433;ДСТУ 8938:2019 273х10 ст20
10004;Труба електрозварна 530х10 S235JR
7684;Труба проф. 180х100х10 ст09Г2С
14923;Труба проф. 200х150х10 стS355J2H
9617;ДСТУ 8938:2019 377х12 ст20
14058;GB/T 8162:2018 83х 4 ст20
14444;Труба проф. 250х150х10 стS355J2H
12321;ДСТУ 8938:2019 219х30 ст45
11990;ГОСТ 8732 159х14 ст35
14963;ГАРЯЧА GB/T 8162:2018 70х14  ст20
14499;GB/T 8162:2018 21х 1.5 ст20
14802;ГАРЯЧА GB/T 8162:2018 24х 4 ст20
10747;ДСТУ 8938:2019 168х 8 ст09Г2С
14481;ДСТУ 8938:2019 530х16 ст20
7641;Труба проф. 160х80х 8 ст20
7552;Труба проф. 50х50х 6 ст09Г2С
11748;ГОСТ 8734 38х 6 ст20
12259;ГОСТ 8734 68х 9 ст20
15107;ГАРЯЧА GB/T 8162:2018 80х12 ст20
10692;ДСТУ 8938:2019 127х14 ст20
10500;ДСТУ 8938:2019 45х 5 ст20
10559;ДСТУ 8938:2019 273х42 ст20
13605;ДСТУ 8938:2019 121х14 ст45
14371;GB/T 8162:2018 27х 6 ст20
8699;Порізка 17 резов ( зг ДКПП 25.62.20-00.00)
12553;ДСТУ 8939:2019 36х10 ст20
12082;ГОСТ 8732 325х40 ст20
7509;Труба проф. 200х200х 8 ст20
11394;ДСТУ 8938:2019 133х16 ст35
10776;ДСТУ 8938:2019 245х30 ст45
11326;ДСТУ 8938:2019 159х32 ст35
12328;ДСТУ 8938:2019 245х30 ст45
14445;ДСТУ 8938:2019 152х20 ст45
10754;ДСТУ 8938:2019 140х20 ст45
12471;ДСТУ 8939:2019 203х35 ст45
12542;ДСТУ 8939:2019 34х 8 ст20
14608;GB/T 8162:2018 34х 8 ст20
8648;Порізка 24 різа ( ДКПП  25.62.20-00.00)
12604;ДСТУ 8939:2019 76х 3.5 ст20
10741;ДСТУ 8938:2019 219х10 ст20
13763;ГОСТ 8732 219х10 ст20
14823;ГАРЯЧА GB/T 8162:2018 65х 8 ст20
10442;ДСТУ 8938:2019 152х25 ст35
13909;ДСТУ 8938:2019 152х18 ст20
12961;ДСТУ 8938:2019 180х 6 стQ345B
13657;ДСТУ 8938:2019 219х36 ст45
8216;Труба проф. 150х80х 5 ст20
10045;Труба проф. 100х70х 5 ст17Г1С
7502;Труба проф. 180х180х 8 ст20
14391;Труба проф. 200х200х 8 стQ345B
14749;ГОСТ 8732 219х 6 ст20
7076;ГОСТ 8732 60.3х 5 ст17Г1С
10517;ДСТУ 8938:2019 146х 8 ст20
10708;ДСТУ 8938:2019 102х24 ст35
13647;ДСТУ 8938:2019 102х24 ст20
11902;ДСТУ 8939:2019 76х 4 ст20
7838;Труба проф. 303х303х10 ст20
15053;ДСТУ 8938:2019 133х25ст45
9618;ДСТУ 8938:2019 377х10 ст20
10614;ДСТУ 8938:2019 108х 5 ст20
12206;ГОСТ 8732 89х22 ст45
12299;ДСТУ 8938:2019 140х28 ст45
12483;ДСТУ 8939:2019 219х36 ст45
10651;ДСТУ 8938:2019 32х 4 ст20
5674;ГОСТ 8732 127х12 ст35
14744;ДСТУ 8938:2019 273х16 ст20
5821;ГОСТ 8732 152х 8 ст20
11851;ГОСТ 8734 57х10 ст20
13729;ГОСТ 8732 127х 6 ст20
14814;ГАРЯЧА GB/T 8162:2018 36х 6 ст20
11280;ДСТУ 8938:2019 140х 8 ст20
14660;GB/T 8162:2018 28х 2 ст20
11541;ДСТУ 8938:2019 159х10 ст20
14521;GB/T 8162:2018 42х12 ст20
10774;ДСТУ 8938:2019 245х30 ст20
13925;ДСТУ 8938:2019 194х35 ст20
12062;ГОСТ 8732 273х 8 ст20
13559;ДСТУ 8938:2019 168х 5 ст20
6070;ГОСТ 8732 219х 6 ст09Г2С
7818;ГОСТ 8734 21х 2.5 ст20
11731;ГОСТ 8734 34х 3 ст20
11819;ДСТУ 8939:2019 42х 4 ст20
14114;ДСТУ 8939:2019 27х 2.5 ст20
6199;ГОСТ 8732 273х12 ст20
13817;ДСТУ 8938:2019 168х24 ст20
12120;ГОСТ 8732 426х45 ст20
7569;Труба проф. 120х100х 6 ст20
14403;ДСТУ 8938:2019 159х25 ст35
11062;ДСТУ 8939:2019 38х 1.5 ст20
14111;"Труби сталеві безшовні насосно-компресорні з гладкими кільцями без муфт м/с 30Г2-ІІ (UPG.J55) API Spec 5СТ, 11th edition, Dec 2023 88.90х6,45 R2 PE"
14428;"Труби сталеві безшовні обсадні з гладкими кільцями без муфт м/с 26Г2ТР API Spec 5СТ, 11th edition, Dec 2023 139,70x9,17 R3 PE"
11386;ДСТУ 8938:2019 28х 4 ст20
11820;ДСТУ 8939:2019 42х 5 ст20
14964;ГАРЯЧА GB/T 8162:2018 83х10 ст20
7442;Труба проф. 120х120х10 ст20
7718;Труба проф. 140х120х 6 ст20
9223;ГОСТ 8732 152х22 ст20
12303;ДСТУ 8938:2019 152х20 ст20
13561;ДСТУ 8938:2019 273х10 ст20
6091;ГОСТ 8732 219х20 ст20
14480;ДСТУ 8938:2019 530х12 ст20
14595;ДСТУ 8938:2019 114х16 ст20
10855;ДСТУ 8938:2019 325х50 ст20
14042;ДСТУ 8938:2019 108х14 ст20
14535;GB/T 8162:2018 127х 5 ст20
10383;ДСТУ 8938:2019 102х16 ст35
6647;ГОСТ 8732 89х10 ст20
13576;ДСТУ 8938:2019 102х14 ст35
13734;ДСТУ 8938:2019 89х12 ст45
10731;ДСТУ 8938:2019 203х50 ст20
14053;GB/T 8162:2018 83х 5 ст20
10977;ДСТУ 8938:2019 377х14 ст20
11816;ДСТУ 8939:2019 40х 3 ст20
15028;ДСТУ 8938:2019 42х 5 ст20
12547;ДСТУ 8939:2019 351х45 ст45
15036;ДСТУ 8938:2019 273х28 ст20
12354;ДСТУ 8938:2019 406х40 ст20
7467;Труба проф. 140х140х12 ст09Г2С
8612;Порізка 13 різ ( зг ДКПП 25.62.20-00.00)
7542;Труба проф. 60х60х 5 ст09Г2С
7721;Труба проф. 140х80х 6 ст09Г2С
7730;Труба проф. 210х100х 6 ст09Г2С
14166;ДСТУ 8938:2019 426х25 ст20
7489;Труба проф. 160х160х10 ст09Г2С
5979;ГОСТ 8732 180х45 ст20
10601;ДСТУ 8938:2019 60х 3.5 ст20
15088;ДСТУ 8938:2019 63.5х 4 ст20
11392;ДСТУ 8938:2019 114х 5 ст20
14404;GB/T 8162:2018 63х 3.5 ст20
7696;Труба проф. 100х70х 5 ст09Г2С
13804;GB/T 8162:2018 89х10 ст20
7435;Труба проф. 120х120х 8 ст09Г2С
15102;ГАРЯЧА GB/T 8162:2018 54х 6 ст20
7877;Труба проф. 51х41х 4 ст20
7505;Труба проф. 180х180х10 ст35
14511;ДСТУ 8938:2019 426х60 ст20
11114;ДСТУ 8938:2019 83х 5 ст20
13630;ДСТУ 8939:2019 57х 3 ст20
11356;ДСТУ 8938:2019 203х50 ст45
14280;ГОСТ 8732 168х10 ст20
10499;ДСТУ 8938:2019 38х 2.6 ст20
14955;ГАРЯЧА GB/T 8162:2018 36х 3 ст20
14825;ГАРЯЧА GB/T 8162:2018 80х 6 ст20
13894;GB/T 8162:2018 60х 3.5 ст20
14755;GB/T 8162:2018 21х 2 ст20
10486;Труба проф. 140х60х 4 ст20
14883;ДСТУ 8938:2019 121х18 ст20
7698;Труба проф. 100х70х 5 ст20
14406;GB/T 8162:2018 89х 8 ст20
7289;ГОСТ 8734 51х12 ст20
14779;ДСТУ 8938:2019 127х30 ст20
6612;ГОСТ 8732 95х11 ст35
9942;ДСТУ 8938:2019 89х18 ст20
14570;EN 10210-1:2006 298.5х10 стS355J2H
12409;ДСТУ 8939:2019 108х30 ст45
14849;ДСТУ 8938:2019 108х 6 ст09Г2С
7114;Труба проф. 180х60х 6 ст09Г2С
11583;ДСТУ 8938:2019 530х10 ст20
15049;ДСТУ 8938:2019 121х30 ст45
10748;ДСТУ 8938:2019 45х 4 ст20
13043;Порізка 30 різов   (ДКПП 25.62.20-00.00)
15045;ДСТУ 8938:2019 299х20 ст20
10686;ДСТУ 8938:2019 57х 3 ст20
7567;Труба проф. 40х40х 6 ст20
7620;Труба проф. 80х40х 5 ст09Г2С
7433;Труба проф. 120х120х 5 ст09Г2С
7514;Труба проф. 90х90х 6 ст09Г2С
7560;Труба проф. 40х40х 3 ст09Г2С
13573;Труба проф. 100х50х 8 ст09Г2С
