client_code
4501
8166
2692
36
1224
11312
4976
6352
660
58
9047
11282
5055
9888
6328
7237
1310
4085
8960
9650
1164
8285
530
5827
9903
4500
185
7176
658
3960
10335
5517
7980
10370
8105
5589
10328
7131
3267
2812
9798
10078
5122
1016
7830
11973
4471
10039
6455
5504
1863
9330
11389
10200
3717
10108
2146
4820
11477
3816
3998
590
822
4658
10154
4574
3940
4066
6157
9987
10249
3826
8670
9448
4694
7219
10376
10339
8188
11246
9979
11591
5438
9490
2237
2200
5164
9828
4558
12056
9914
2396
7130
650
3917
11386
9948
5554
7283
5476
4837
1160
10196
11458
11456
1161
2267
500
10256
9946
4734
10142
5448
5990
6951
7015
11128
7925
10003
10105
5189
3979
5558
4775
8305
10415
7004
4421
8206
2095
9985
9656
3365
4520
9973
10029
3174
8940
9864
288
2950
5420
9869
621
11723
11359
3042
4943
2426
8950
3230
154
152
9994
3048
7971
5711
10177
721
5499
11343
11279
10161
6007
12049
2624
10072
9436
3036
4789
3264
169
9380
9908
5347
3268
8179
8809
7320
8391
8902
7227
11552
5161
10055
8629
851
2106
11847
9867
6628
1009
1242
11434
9265
178
5578
9631
3281
1026
11196
1980
8817
5825
2220
5542
4232
7539
10406
6727
11541
10030
8513
7770
6445
4462
7191
28
7610
7185
252
12493
4575
1214
2677
7658
10332
3689
9926
10391
3779
11280
4968
5105
11909
818
5843
10384
11986
2016
3639
9892
6989
8605
12026
9046
5328
3683
7680
5945
7050
8898
2550
11979
7613
11162
5831
9968
3597
10168
9826
7473
1282
8260
8907
10234
11171
5135
6807
10242
11226
12055
1365
6958
632
2467
3027
7190
8393
11533
11611
1549
9399
3778
3067
5153
1143
8920
3033
7951
8900
1240
6371
9103
641
11535
6383
4057
415
12287
1329
4344
10202
10397
10320
9070
4747
9651
2955
6736
5986
128
2139
3873
427
6369
7097
10334
635
1486
3029
12185
7396
12468
3085
6583
5405
2033
8588
11420
11402
2564
6602
6851
4302
11205
2167
9215
2102
7431
12361
395
10396
4304
2221
981
11365
11432
9793
6943
9975
7380
6846
12427
12110
10412
144
3997
12378
3024
9917
2548
6298
9175
7087
4523
12285
8874
12027
9839
2009
5032
2303
2170
2657
8823
2668
2698
11381
337
7404
7402
5441
7357
9854
8396
11143
4196
2778
7161
4644
7364
4859
10199
6189
4478
7337
2719
12435
11782
6417
5234
3367
4564
8342
254
11509
1116
5753
5893
10042
6208
9889
12186
9342
12495
11747
12209
249
4685
3119
10087
1767
8048
7882
11144
3955
2736
5192
10385
4957
653
7621
11548
9382
12409
4651
12256
2144
10067
11404
2053
11923
6011
177
8488
2843
2133
7517
11425
12315
11154
5633
11868
7106
2183
7128
6034
12382
10377
45
3159
9261
9670
11225
11331
5474
2585
10012
3178
12172
3703
648
7299
12122
7366
5699
7277
3696
11269
7164
71
413
12472
1864
9786
9628
10186
4510
11496
3718
12235
5052
12266
9415
8306
11295
9962
2432
12381
4911
10208
11519
11837
11285
2075
4666
6000
9976
8448
9900
4785
11430
11348
9941
9843
607
6093
5280
956
11873
5673
2085
10330
5232
10189
6842
12128
11363
8220
11220
5955
11924
3109
1021
7917
10173
10318
276
10152
11212
1843
7045
1360
7704
3213
558
5154
5975
3348
6673
10251
11785
9942
11392
663
12093
1745
6356
11500
2384
167
6786
6793
8839
2814
6480
5944
2825
10063
11918
11469
3239
7513
3390
1957
226
11260
10111
4268
8948
12083
12512
3798
1676
6038
1754
11911
8864
11132
7851
3358
5073
7400
12377
2083
10238
4924
11854
12294
11553
4436
12355
4330
10020
5700
11413
9662
12341
518
3695
9708
2739
12107
10287
917
4787
6364
3142
12059
11881
265
8300
11928
11537
496
12175
9737
3008
11284
7864
11913
8591
8702
1370
8378
11786
8339
6001
3607
5903
10144
8837
5882
9943
6884
11539
3575
4948
9134
1913
11760
5979
7358
11643
9289
12024
11534
11517
7903
12037
7417
12161
677
1516
9912
9890
11883
11694
12419
11232
12003
9998
9936
5349
12031
6090
2504
9724
5190
10248
7538
4077
12400
7168
9896
3698
10224
12492
11388
11743
10420
4003
8422
11400
4432
4041
6418
403
11329
12214
11532
3663
10158
493
785
8889
7135
8489
4507
12198
6375
10180
4770
82
11949
1156
1405
12236
7884
9944
2346
12415
6469
11485
11984
10140
12101
12338
12254
11758
751
12286
150
9845
8338
5334
7456
9750
12440
12248
12405
11531
7756
11557
11429
3030
12174
10057
10273
8891
12134
12329
11450
6547
12131
12394
1679
12242
2861
12539
12232
10297
12368
1733
6267
8663
1970
12373
12450
6571
12234
6324
5079
559
8059
12317
2409
10212
11464
6183
12362
299
10400
11320
11538
10074
11243
11627
12351
12447
11683
10276
1153
2705
10009
2240
12312
8901
2186
3294
10350
6845
113
11468
5037
1145
1698
6535
12196
10331
11369
12262
7742
12116
10417
4346
10360
4255
8738
6260
9722
12289
11366
536
12260
12253
455
11150
5184
12348
6198
1169
12448
4784
134
4615
12067
2995
10241
12316
8512
12054
12417
6443
11733
10369
11556
9812
7140
5926
8554
11953
4219
10017
11324
10390
1463
11521
1823
11563
12473
213
296
10157
10121
9742
11796
6806
12033
10348
11528
11390
9729
11525
5299
9769
3217
8895
12199
11536
9996
7642
5669
6389
9879
12334
10163
10277
11950
6468
11444
12060
12430
9266
11971
12360
2142
9838
11565
9758
1958
8696
12201
10388
10205
3032
11822
10290
9831
10301
6703
3947
11869
7922
12135
12418
6578
3310
3891
12268
10082
3865
4745
8866
4981
153
7753
12224
11508
12296
6504
2242
10387
3510
11616
11626
12467
10324
4742
9128
11865
5748
11438
4879
12333
9264
11239
11545
12438
10333
10117
12531
11567
1680
11809
11542
11707
7338
12021
11330
11442
8947
3715
11927
12019
11229
12051
11818
7403
3667
11791
