code;name;in_stock_balance;created_at;is_weight
11894;ДСТУ 8939:2019 194х20 ст20;0.822;2026-01-01;FALSE
11896;ДСТУ 8939:2019 194х30 ст45;0.167;2026-01-01;FALSE
11897;ДСТУ 8939:2019 245х25 ст20;0.738;2026-01-01;FALSE
11898;ДСТУ 8939:2019 32х 4 ст20;14.82;2026-01-01;FALSE
11899;ДСТУ 8939:2019 48х 8 ст20;0.165;2026-01-01;FALSE
11900;ДСТУ 8939:2019 57х 4 ст20;1.976;2026-01-01;FALSE
11901;ДСТУ 8939:2019 70х11 ст20;7.559;2026-01-01;FALSE
11902;ДСТУ 8939:2019 76х 4 ст20;0.001;2026-01-01;FALSE
11903;ДСТУ 8939:2019 76х14 ст20;0.362;2026-01-01;FALSE
11905;ДСТУ 8939:2019 89х 8 ст20;7.518;2026-01-01;FALSE
11919;ГОСТ 8732 108х28 ст20;0.498;2026-01-01;FALSE
11925;ГОСТ 8732 114х25 ст45;0.08;2026-01-01;FALSE
11929;ГОСТ 8732 121х 6 ст20;0.532;2026-01-01;FALSE
11932;ГОСТ 8732 121х19 ст35;0;2026-01-01;FALSE
11944;ГОСТ 8732 127х25 ст20;0.01;2026-01-01;FALSE
11950;ГОСТ 8732 133х14 ст20;7.198;2026-01-01;FALSE
11963;ГОСТ 8732 140х24 ст20;4.088;2026-01-01;FALSE
11976;ГОСТ 8732 146х30 ст20;4.43;2026-01-01;FALSE
11977;ГОСТ 8732 146х36 ст35;0.17;2026-01-01;FALSE
11978;ГОСТ 8732 152х 8 ст20;0.13;2026-01-01;FALSE
11979;ГОСТ 8732 152х 8 ст20;0;2026-01-01;FALSE
11982;ГОСТ 8732 152х30 ст20;1.731;2026-01-01;FALSE
11985;ГОСТ 8732 159х 6 ст20;45.64;2026-01-01;FALSE
11986;ГОСТ 8732 159х 6 ст20;0.024;2026-01-01;FALSE
11987;ГОСТ 8732 159х 8 ст20;1.782;2026-01-01;FALSE
11990;ГОСТ 8732 159х14 ст35;0.1;2026-01-01;FALSE
11995;ГОСТ 8732 159х20 ст45;0.189;2026-01-01;FALSE
11998;ГОСТ 8732 168х 8 ст20;2.43;2026-01-01;FALSE
12019;ГОСТ 8732 190х10 ст20;0.02;2026-01-01;FALSE
12020;ГОСТ 8732 190х14 ст20;0.09;2026-01-01;FALSE
12021;ГОСТ 8732 194х10 ст35;10.916;2026-01-01;FALSE
12023;ГОСТ 8732 194х18 ст20;0.06;2026-01-01;FALSE
12030;ГОСТ 8732 194х40 ст45;0;2026-01-01;FALSE
12033;ГОСТ 8732 203х40 ст45;2.341;2026-01-01;FALSE
12034;ГОСТ 8732 203х50 ст45;2.19;2026-01-01;FALSE
12036;ГОСТ 8732 219х 6 ст20;0;2026-01-01;FALSE
12037;ГОСТ 8732 219х 7 ст20ГУ;0.359;2026-01-01;FALSE
12038;ГОСТ 8732 219х 8 ст20;0.443;2026-01-01;FALSE
12039;ГОСТ 8732 219х 8 ст20;15.997;2026-01-01;FALSE
12040;ГОСТ 8732 219х 8 ст20ГУ;0.46;2026-01-01;FALSE
12041;ГОСТ 8732 219х10 ст20;36.59;2026-01-01;FALSE
12046;ГОСТ 8732 219х22 ст35;0.073;2026-01-01;FALSE
12047;ГОСТ 8732 219х30 ст20;5.51;2026-01-01;FALSE
12048;ГОСТ 8732 219х45 ст45;0.04;2026-01-01;FALSE
12049;ГОСТ 8732 219х60 ст45;0.085;2026-01-01;FALSE
12050;ГОСТ 8732 219х60 ст45;0.21;2026-01-01;FALSE
12051;ГОСТ 8732 226х35 чугун;0.62;2026-01-01;FALSE
12053;ГОСТ 8732 245х 8 ст20;0.096;2026-01-01;FALSE
12055;ГОСТ 8732 245х10 ст20;0.18;2026-01-01;FALSE
12056;ГОСТ 8732 245х12 ст09Г2С;0.93;2026-01-01;FALSE
12057;ГОСТ 8732 245х12 ст20;7.916;2026-01-01;FALSE
12061;ГОСТ 8732 245х50 ст45;0.058;2026-01-01;FALSE
12062;ГОСТ 8732 273х 8 ст20;0.22;2026-01-01;FALSE
12063;ГОСТ 8732 273х10 ст20;0.831;2026-01-01;FALSE
12065;ГОСТ 8732 273х10 стS355J2H;0.726;2026-01-01;FALSE
12066;ГОСТ 8732 273х14 ст20;4.165;2026-01-01;FALSE
12068;ГОСТ 8732 273х18 ст20;0.662;2026-01-01;FALSE
12072;ГОСТ 8732 299х12 ст20;1.155;2026-01-01;FALSE
12073;ГОСТ 8732 299х14 ст20;0;2026-01-01;FALSE
12074;ГОСТ 8732 299х16 ст20;0.021;2026-01-01;FALSE
12078;ГОСТ 8732 325х 8 ст20;0.02;2026-01-01;FALSE
12079;ГОСТ 8732 325х10 ст20;0.066;2026-01-01;FALSE
12082;ГОСТ 8732 325х40 ст20;0;2026-01-01;FALSE
12083;ГОСТ 8732 325х50 ст45;0.407;2026-01-01;FALSE
12086;ГОСТ 8732 351х25 ст45;0.214;2026-01-01;FALSE
12088;ГОСТ 8732 351х50 ст20;0;2026-01-01;FALSE
12093;ГОСТ 8732 377х14 ст20;0;2026-01-01;FALSE
12094;ГОСТ 8732 377х16 ст20;0.046;2026-01-01;FALSE
12100;ГОСТ 8732 406х14 ст20;0.022;2026-01-01;FALSE
12102;ГОСТ 8732 406х30 ст20;1.14;2026-01-01;FALSE
12103;ГОСТ 8732 406х40 ст20;0.05;2026-01-01;FALSE
12104;ГОСТ 8732 40х 3 ст20;0.002;2026-01-01;FALSE
12106;ГОСТ 8732 40х 5 ст20;0.023;2026-01-01;FALSE
12109;ГОСТ 8732 426х 9 ст20;0.032;2026-01-01;FALSE
12119;ГОСТ 8732 426х45 ст20;0;2026-01-01;FALSE
12120;ГОСТ 8732 426х45 ст20;5.39;2026-01-01;FALSE
12122;ГОСТ 8732 42х 4.5 ст20;0.006;2026-01-01;FALSE
12126;ГОСТ 8732 457х12 ст20;0.205;2026-01-01;FALSE
12135;ГОСТ 8732 480х20 ст20;0.025;2026-01-01;FALSE
12136;ГОСТ 8732 480х40 ст20;0.35;2026-01-01;FALSE
12137;ГОСТ 8732 480х40 ст20;0.022;2026-01-01;FALSE
12138;ГОСТ 8732 508х20 ст20;0.585;2026-01-01;FALSE
12140;ГОСТ 8732 508х32 ст20;0.15;2026-01-01;FALSE
12141;ГОСТ 8732 50х 8 ст20;0.107;2026-01-01;FALSE
12150;ГОСТ 8732 530х60 ст20;0.052;2026-01-01;FALSE
12153;ГОСТ 8732 57х12 ст20;8.435;2026-01-01;FALSE
12154;ГОСТ 8732 57х12 ст20;0.115;2026-01-01;FALSE
12157;ГОСТ 8732 60х 8 ст20;0.008;2026-01-01;FALSE
12165;ГОСТ 8732 630х 8 ст20;10.137;2026-01-01;FALSE
12168;ГОСТ 8732 630х12 ст20;0.18;2026-01-01;FALSE
12169;ГОСТ 8732 630х14 ст20;0.3;2026-01-01;FALSE
12172;ГОСТ 8732 630х22 ст20;0.054;2026-01-01;FALSE
12175;ГОСТ 8732 630х50 ст20;0.137;2026-01-01;FALSE
12178;ГОСТ 8732 68х12 ст20;0.051;2026-01-01;FALSE
12182;ГОСТ 8732 720х20 ст20;0.028;2026-01-01;FALSE
12183;ГОСТ 8732 73х 8 ст20;0.516;2026-01-01;FALSE
12186;ГОСТ 8732 73х16 ст20;0.13;2026-01-01;FALSE
12204;ГОСТ 8732 89х18 ст35;3.025;2026-01-01;FALSE
12205;ГОСТ 8732 89х22 ст45;0.019;2026-01-01;FALSE
12206;ГОСТ 8732 89х22 ст45;0;2026-01-01;FALSE
12208;ГОСТ 8732 95х 8 ст20;0.03;2026-01-01;FALSE
12212;ГОСТ 8732 95х16 ст35;13.585;2026-01-01;FALSE
12214;ГОСТ 8732 95х18 ст35;3.541;2026-01-01;FALSE
12219;ГОСТ 8734 40х 5 ст45;0.016;2026-01-01;FALSE
12220;ГОСТ 8734 40х 8 ст45;0.811;2026-01-01;FALSE
12222;ГОСТ 8734 42х 4 ст20ПВ;0.025;2026-01-01;FALSE
12223;ГОСТ 8734 42х 8 ст45;0.008;2026-01-01;FALSE
12232;ГОСТ 8734 50х14 ст20;0.027;2026-01-01;FALSE
12234;ГОСТ 8734 54х 6 ст20;0.307;2026-01-01;FALSE
12235;ГОСТ 8734 54х 8 ст20;0.13;2026-01-01;FALSE
12237;ГОСТ 8734 57х 6 ст20;0.13;2026-01-01;FALSE
12238;ГОСТ 8734 57х 8 ст20;0.202;2026-01-01;FALSE
12240;ГОСТ 8734 57х12 ст20;42.04;2026-01-01;FALSE
12247;ГОСТ 8734 63х 4 ст20;0.115;2026-01-01;FALSE
12248;ГОСТ 8734 63х 5 ст20;0.124;2026-01-01;FALSE
12250;ГОСТ 8734 63х 9 ст20;8.715;2026-01-01;FALSE
12251;ГОСТ 8734 63х10 ст20;0.06;2026-01-01;FALSE
12253;ГОСТ 8734 65х 8 ст20;0.038;2026-01-01;FALSE
12255;ГОСТ 8734 65х12 ст20;0.099;2026-01-01;FALSE
12257;ГОСТ 8734 68х 5 ст20;6.093;2026-01-01;FALSE
12259;ГОСТ 8734 68х 9 ст20;4.152;2026-01-01;FALSE
12264;ГОСТ 8734 80х10 ст20;0.025;2026-01-01;FALSE
12271;ГОСТ 8734 89х18 ст20;0.02;2026-01-01;FALSE
12276;ДСТУ 8540:2015 10х128х6000 S235JR;0.06;2026-01-01;FALSE
12277;ДСТУ 8540:2015 10х170х6000 S235JR;2.4;2026-01-01;FALSE
12278;ДСТУ 8540:2015 10х310х6000 S235JR;0.14;2026-01-01;FALSE
12279;ДСТУ 8540:2015 10х320х4700 S235JR;0.11;2026-01-01;FALSE
12280;ДСТУ 8540:2015 10х320х5000 S235JR;1.41;2026-01-01;FALSE
12281;ДСТУ 8540:2015 10х320х6000 S235JR;0.47;2026-01-01;FALSE
12282;ДСТУ 8540:2015 10х340х6000 S235JR;0.16;2026-01-01;FALSE
12283;ДСТУ 8540:2015 10х370х6000 S235JR;13.85;2026-01-01;FALSE
12284;ДСТУ 8540:2015 10х380х4500 S235JR;2;2026-01-01;FALSE
12285;ДСТУ 8540:2015 8х120х6000 S235JR;0.135;2026-01-01;FALSE
12290;ДСТУ 8938:2019 121х25 ст20;2.054;2026-01-13;FALSE
12292;ДСТУ 8938:2019 133х 5 ст20;0.045;2026-01-01;FALSE
12295;ДСТУ 8938:2019 133х25 ст20;2.904;2026-01-01;FALSE
12298;ДСТУ 8938:2019 140х16 ст20;0;2026-01-01;FALSE
12299;ДСТУ 8938:2019 140х28 ст45;2.396;2026-01-01;FALSE
12301;ДСТУ 8938:2019 146х20 ст45;2.144;2026-01-01;FALSE
12302;ДСТУ 8938:2019 146х28 ст45;2.71;2026-01-01;FALSE
12303;ДСТУ 8938:2019 152х20 ст20;0;2026-01-01;FALSE
12304;ДСТУ 8938:2019 152х25 ст20;0.333;2026-01-01;FALSE
12307;ДСТУ 8938:2019 159х 6 ст20;0.015;2026-01-01;FALSE
12311;ДСТУ 8938:2019 180х25 ст20;1.604;2026-01-01;FALSE
12314;ДСТУ 8938:2019 203х20 ст20;0;2026-01-01;FALSE
12315;ДСТУ 8938:2019 203х36 ст20;1.554;2026-01-13;FALSE
12321;ДСТУ 8938:2019 219х30 ст45;4.75;2026-01-01;FALSE
12327;ДСТУ 8938:2019 245х20 ст20;4.148;2026-01-13;FALSE
12328;ДСТУ 8938:2019 245х30 ст45;0;2026-01-01;FALSE
12329;ДСТУ 8938:2019 245х60 ст20;1.216;2026-01-13;FALSE
12331;ДСТУ 8938:2019 273х20 ст20;3.116;2026-01-13;FALSE
12332;ДСТУ 8938:2019 273х40 ст45;2.08;2026-01-01;FALSE
12333;ДСТУ 8938:2019 273х45 ст45;0.48;2026-01-01;FALSE
12334;ДСТУ 8938:2019 273х50 ст20;0.56;2026-01-01;FALSE
12338;ДСТУ 8938:2019 299х60 ст20;0.038;2026-01-01;FALSE
12341;ДСТУ 8938:2019 325х30 ст20;1.066;2026-01-13;FALSE
12342;ДСТУ 8938:2019 325х40 ст45;0.453;2026-01-01;FALSE
12344;ДСТУ 8938:2019 351х45 ст20;0.293;2026-01-01;FALSE
12345;ДСТУ 8938:2019 351х60 ст20;0;2026-01-01;FALSE
12346;ДСТУ 8938:2019 377х30 ст45;1.971;2026-01-01;FALSE
12347;ДСТУ 8938:2019 377х35 ст20;1.292;2026-01-01;FALSE
12349;ДСТУ 8938:2019 377х50 ст20;0;2026-01-01;FALSE
12350;ДСТУ 8938:2019 377х60 ст20;1.01;2026-01-01;FALSE
12353;ДСТУ 8938:2019 406х16 ст20;0.012;2026-01-01;FALSE
12354;ДСТУ 8938:2019 406х40 ст20;0.305;2026-01-01;FALSE
12355;ДСТУ 8938:2019 426х18 ст20;1.72;2026-01-01;FALSE
12362;ДСТУ 8938:2019 530х20 ст20;0.364;2026-01-01;FALSE
12363;ДСТУ 8938:2019 530х25 ст20;0.324;2026-01-01;FALSE
12364;ДСТУ 8938:2019 630х12 ст20;5.381;2026-01-01;FALSE
12365;ДСТУ 8938:2019 63х16 ст20;2.43;2026-01-01;FALSE
12367;ДСТУ 8938:2019 70х16 ст20;0.97;2026-01-01;FALSE
12369;ДСТУ 8938:2019 73х16 ст45;0;2026-01-01;FALSE
12370;ДСТУ 8938:2019 76х 4 ст20;0.023;2026-01-01;FALSE
12374;ДСТУ 8938:2019 80х 4 ст20;0.015;2026-01-01;FALSE
12381;ДСТУ 8938:2019 89х 8 ст20;0.033;2026-01-01;FALSE
12384;ДСТУ 8938:2019 89х25 ст20;4.247;2026-01-01;FALSE
12388;ДСТУ 8938:2019 95х25 ст45;1.319;2026-01-01;FALSE
12404;ДСТУ 8939:2019 108х16 ст45;1.286;2026-01-01;FALSE
12406;ДСТУ 8939:2019 108х25 ст45;4.3;2026-01-01;FALSE
12407;ДСТУ 8939:2019 108х28 ст20;2.325;2026-01-01;FALSE
12408;ДСТУ 8938:2019 108х30 ст20;2.695;2026-01-01;FALSE
12409;ДСТУ 8939:2019 108х30 ст45;3.278;2026-01-01;FALSE
12414;ДСТУ 8939:2019 121х 6 ст20;0.127;2026-01-01;FALSE
12421;ДСТУ 8939:2019 127х16 ст20;0;2026-01-01;FALSE
12422;ДСТУ 8939:2019 127х16 ст45;0.016;2026-01-01;FALSE
12426;ДСТУ 8939:2019 127х25 ст20;0.07;2026-01-01;FALSE
12432;ДСТУ 8939:2019 133х16 ст20;0.009;2026-01-01;FALSE
12438;ДСТУ 8939:2019 146х28 ст45;3.802;2026-01-01;FALSE
12447;ДСТУ 8939:2019 159х12 ст20;0.053;2026-01-01;FALSE
12449;ДСТУ 8939:2019 159х25 ст20;2.364;2026-01-01;FALSE
12459;ДСТУ 8939:2019 180х18 ст20;0.234;2026-01-01;FALSE
12462;ДСТУ 8939:2019 180х36 ст20;2.65;2026-01-01;FALSE
12468;ДСТУ 8939:2019 194х35 ст45;0.047;2026-01-01;FALSE
12469;ДСТУ 8939:2019 203х16 ст20;0.64;2026-01-01;FALSE
12471;ДСТУ 8939:2019 203х35 ст45;1.236;2026-01-01;FALSE
12472;ДСТУ 8939:2019 203х36 ст45;1.472;2026-01-01;FALSE
12473;ДСТУ 8939:2019 203х40 ст20;0.1;2026-01-01;FALSE
12476;ДСТУ 8939:2019 203х50 ст45;4.134;2026-01-01;FALSE
12483;ДСТУ 8939:2019 219х36 ст45;1.508;2026-01-01;FALSE
12485;ДСТУ 8939:2019 219х40 ст45;0.79;2026-01-01;FALSE
12487;ДСТУ 8939:2019 219х45 ст45;4.897;2026-01-01;FALSE
12489;ДСТУ 8939:2019 219х50 ст45;2.756;2026-01-01;FALSE
12490;ДСТУ 8939:2019 219х60 ст20;0.288;2026-01-01;FALSE
12491;ДСТУ 8939:2019 219х60 ст45;3.369;2026-01-01;FALSE
12492;ДСТУ 8939:2019 219х70 ст20;1.956;2026-01-01;FALSE
12493;ДСТУ 8939:2019 219х70 ст45;1.793;2026-01-01;FALSE
12495;ДСТУ 8939:2019 245х20 ст20;0.021;2026-01-01;FALSE
12498;ДСТУ 8939:2019 245х35 ст45;0.02;2026-01-01;FALSE
12500;ДСТУ 8939:2019 245х50 ст20;2.49;2026-01-01;FALSE
12501;ДСТУ 8939:2019 245х55 ст20;0.07;2026-01-01;FALSE
12502;ДСТУ 8939:2019 245х56 ст20;0.046;2026-01-01;FALSE
12510;ДСТУ 8939:2019 273х40 ст45;4.385;2026-01-01;FALSE
12513;ДСТУ 8939:2019 273х45 ст45;2.414;2026-01-01;FALSE
12515;ДСТУ 8939:2019 273х50 ст45;0.75;2026-01-01;FALSE
12517;ДСТУ 8939:2019 28х 3 ст20;0.067;2026-01-01;FALSE
12520;ДСТУ 8939:2019 299х16 ст20;0.27;2026-01-01;FALSE
12524;ДСТУ 8939:2019 299х35 ст45;4.14;2026-01-01;FALSE
12530;ДСТУ 8939:2019 325х10 ст20;0.01;2026-01-01;FALSE
12536;ДСТУ 8939:2019 325х45 ст20;1.01;2026-01-01;FALSE
12542;ДСТУ 8939:2019 34х 8 ст20;0.671;2026-01-01;FALSE
12543;ДСТУ 8939:2019 34х10 ст20;0.8;2026-01-01;FALSE
12544;ДСТУ 8939:2019 351х16 ст20;2.584;2026-01-01;FALSE
12547;ДСТУ 8939:2019 351х45 ст45;1.378;2026-01-01;FALSE
12548;ДСТУ 8939:2019 351х50 ст20;3.001;2026-01-01;FALSE
12552;ДСТУ 8939:2019 351х70 ст45;0.918;2026-01-01;FALSE
12553;ДСТУ 8939:2019 36х10 ст20;0.556;2026-01-01;FALSE
12555;ДСТУ 8939:2019 377х40 ст20;2.257;2026-01-01;FALSE
12556;ДСТУ 8939:2019 377х60 ст20;2.188;2026-01-01;FALSE
12558;ДСТУ 8939:2019 38х10 ст20;0.09;2026-01-01;FALSE
12563;ДСТУ 8939:2019 426х50 ст20;3.14;2026-01-01;FALSE
12564;ДСТУ 8939:2019 426х60 ст20;0.749;2026-01-01;FALSE
12566;ДСТУ 8939:2019 426х70 ст45;2.53;2026-01-01;FALSE
12572;ДСТУ 8939:2019 50х12 ст20;0;2026-01-01;FALSE
12574;ДСТУ 8939:2019 57х 3.5 ст20;0.02;2026-01-01;FALSE
12575;ДСТУ 8939:2019 57х 4.5 ст20;1.175;2026-01-01;FALSE
12576;ДСТУ 8939:2019 57х 5 ст20;0.304;2026-01-01;FALSE
12577;ДСТУ 8939:2019 57х 6 ст20;0.135;2026-01-01;FALSE
12580;ДСТУ 8939:2019 60х 3.5 ст20;2.038;2026-01-01;FALSE
12581;ДСТУ 8939:2019 60х 5 ст20;0.059;2026-01-01;FALSE
12596;ДСТУ 8939:2019 68х 8 ст20;0.198;2026-01-01;FALSE
12597;ДСТУ 8939:2019 68х14 ст20;0;2026-01-01;FALSE
12598;ДСТУ 8939:2019 70х 4 ст20;0.21;2026-01-01;FALSE
12599;ДСТУ 8939:2019 70х 6 ст20;0.067;2026-01-01;FALSE
12603;ДСТУ 8939:2019 73х 5 ст20;0.335;2026-01-01;FALSE
12604;ДСТУ 8939:2019 76х 3.5 ст20;0.37;2026-01-01;FALSE
12614;ДСТУ 8939:2019 83х18 ст45;0.018;2026-01-01;FALSE
12618;ДСТУ 8939:2019 89х12 ст20;0.024;2026-01-01;FALSE
12631;Труба електрозварна 720х12 S235JR;1.3;2026-01-01;FALSE
12683;ДСТУ 8939:2019 152х18 ст20;0.04;2026-01-01;FALSE
12708;ГОСТ 8732 194х40 ст20;26.26;2026-01-01;FALSE
12751;ДСТУ 8939:2019 152х30 ст45;0;2026-01-01;FALSE
12772;Труба проф. 120х80х10 ст17Г1С;0.01;2026-01-01;FALSE
12853;ГОСТ 8732 168х15 ст45 вним( 166х15!!  );0.113;2026-01-01;FALSE
12872;ДСТУ 8540:2015 Лист 10х1800х6000 S235JR;21.51;2026-01-01;FALSE
12906;ДСТУ 8939:2019 45х 6 ст20;14.796;2026-01-01;FALSE
12932;Труба електрозварна 420х 8 ст3пс;0.04;2026-01-01;FALSE
12938;Шпилька М20 L-360мм;32;2026-01-01;FALSE
12939;Болт DIN 580 Рим. М36;4;2026-01-01;FALSE
12940;ДСТУ 8938:2019 159х14 ст20;10.355;2026-03-18;FALSE
12948;ГОСТ 8732 114х12 ст20;3.7;2026-01-01;FALSE
12949;ГОСТ 8732 159х10 ст20;5.996;2026-01-01;FALSE
12954;ДСТУ 8938:2019 219х30 ст20;2.162;2026-01-01;FALSE
12958;ДСТУ 8938:2019 377х75 ст20;0.02;2026-01-01;FALSE
12961;ДСТУ 8938:2019 180х 6 стQ345B;0.28;2026-01-01;FALSE
12963;ДСТУ 8938:2019 146х30 ст45;1.33;2026-01-01;FALSE
12964;ДСТУ 8938:2019 152х20 ст45;0.18;2026-01-01;FALSE
12968;ДСТУ 8938:2019 127х 5 стQ345B;0.02;2026-01-01;FALSE
12973;ДСТУ 8938:2019 140х40 ст20;0.05;2026-01-01;FALSE
12975;ДСТУ 8938:2019 530х14 ст20;3.53;2026-01-01;FALSE
12977;ДСТУ 8938:2019 95х 8 стQ345B;0.03;2026-01-01;FALSE
12978;ДСТУ 8938:2019 152х 8 стQ345B;0.04;2026-01-01;FALSE
12980;ГОСТ 8734 35х 8 ст45;0.052;2026-01-01;FALSE
12988;Труби  безшовні гарячодеформовані 54х 4 ст10;0.442;2026-01-01;FALSE
12989;ДСТУ 8938:2019 76х14 ст35;1.031;2026-01-01;FALSE
12990;ДСТУ 8938:2019 299х 8 ст20;0;2026-01-01;FALSE
12991;ГОСТ 8732 168х12 ст20;0;2026-01-01;FALSE
12992;ГОСТ 8732 168х14 ст20;0.937;2026-01-01;FALSE
12994;ДСТУ 8938:2019 48.3х 2.6 ст20;5.671;2026-01-01;FALSE
12997;Труба проф. 80х80х 6 стQ345B;3.36;2026-01-01;FALSE
12998;Труба проф. 80х80х 8 стQ345B;0;2026-01-01;FALSE
13000;ДСТУ 8938:2019 168х40 ст20;5.008;2026-02-27;FALSE
13001;ДСТУ 8938:2019 168х28 ст35;2.709;2026-01-01;FALSE
13002;ДСТУ 8938:2019 273х18 ст20;6.285;2026-03-20;FALSE
13003;"Кислород (6,3м.куб)";29;2026-01-01;FALSE
13004;Елемент фільтруючий 8NF01P25BBP01;1;2026-01-01;FALSE
13005;Елемент фільтруючий 8NF01P10BBP01;1;2026-01-01;FALSE
13006;Манометер BVR14P01;2;2026-01-01;FALSE
13007;Корпус підшипника листогинальної машини;1;2026-01-01;FALSE
13009;Колодка 3 гнізда з заземленням;2;2026-01-01;FALSE
13010;Вилка 3Р+РЕ 16А 380В IP44 IEK;1;2026-01-01;FALSE
13011;Силовий роз'єм гніздо стаціон.4*16;1;2026-01-01;FALSE
13012;Смесь сварочная;1;2026-01-01;FALSE
13013;Шайба;20;2026-01-01;FALSE
13014;Шпилька;16;2026-01-01;FALSE
13015;Гайка;20;2026-01-01;FALSE
13017;Труба проф. 100х100х 6 стQ345B;12.1;2026-01-01;FALSE
13020;ДСТУ 8939:2019 15х 3 ст20;0.012;2026-01-01;FALSE
13027;ДСТУ 8939:2019 27х 3.2 ст20;8.307;2026-01-01;FALSE
13028;Труба проф. 150х100х 6 стQ345B;2.06;2026-01-01;FALSE
13029;Цанга зажимна;5;2026-01-01;FALSE
13030;Вхідна дюза;5;2026-01-01;FALSE
13034;ДСТУ 8938:2019 273х60 ст20;2.89;2026-01-01;FALSE
13046;Труба проф. 150х150х 8 стQ345B;0.01;2026-01-01;FALSE
13047;ДСТУ 8939:2019 45х 8 ст20;0.052;2026-01-01;FALSE
13052;ДСТУ 8939:2019 25х 4 ст20;0.034;2026-01-01;FALSE
13053;ДСТУ 8939:2019 20х 3 ст20;0.643;2026-01-01;FALSE
13055;ДСТУ 8939:2019 83х 4 ст20;1.761;2026-01-01;FALSE
13065;Труба проф. 200х200х10 стQ345B;4.07;2026-01-01;FALSE
13068;Регулятор обортів ел/двигуна тип FR-D740-050SC-EC;0;2026-01-01;FALSE
13069;Програматор для настр.парамет.тип FR-PA07;0;2026-01-01;FALSE
13070;Болт М12 d 13;12;2026-01-01;FALSE
13072;Вал вхідний;2;2026-01-01;FALSE
13073;Кришка вала;2;2026-01-01;FALSE
13074;Кришка напівмуфти;1;2026-01-01;FALSE
13076;"Фланець зубчаста  m=2,5;z=30";2;2026-01-01;FALSE
13077;"Втулка зубчаста m=2,5;z=30";2;2026-01-01;FALSE
13078;"Втулка зубчаста m=3;z=40 циліндр.отв.";1;2026-01-01;FALSE
13079;"Втулка зубчаста m=3;z=30 коніч.отв.";2;2026-01-01;FALSE
13081;Електродвигун MTF 211-6 7.5кВт/950об/хв.;1;2026-01-01;FALSE
13083;Стулья ISO Black V-4;12;2026-01-01;FALSE
13084;Напівкомбінезон утеплений SPECIAL;27;2026-01-01;FALSE
13085;УНО+ШАФА Р10;1;2026-01-01;FALSE
13086;САПОГИ ПВХ;43;2026-01-01;FALSE
13087;ШТАНЫ УТЕПЛЕННЫЕ;16;2026-01-01;FALSE
13088;Холодильник WHIRLPOOL BSNF 8122 O;1;2026-01-01;FALSE
13089;Шкаф гардер.;2;2026-01-01;FALSE
13090;ОГНЕТУШИТЕЛЬ ВВК-35(ВВ-5);3;2026-01-01;FALSE
13091;СТУЛдля поситит.SYLWIA(BOX-4) ZT-24;20;2026-01-01;FALSE
13092;ПОЛУКОМБЕНЗОН УТЕП.СПЕЦНАЗ;16;2026-01-01;FALSE
13093;Туалет надворн.(база Новом.);2;2026-01-01;FALSE
13094;Шкаф угловой;1;2026-01-01;FALSE
13095;Монитор SamsyngS22T390H;1;2026-01-01;FALSE
13096;СЕКАТОР;1;2026-01-01;FALSE
13097;Микрометр труб.цифровой МТЦ 025мм;1;2026-01-01;FALSE
13098;Рукавицы SIMON;10;2026-01-01;FALSE
13099;Образец станд.СО-3;1;2026-01-01;FALSE
13100;Huawei 3G/4G E577Fs;2;2026-01-01;FALSE
13101;КАСКА ЗАЩИТНАЯ;27;2026-01-01;FALSE
13102;Стул;35;2026-01-01;FALSE
13103;Микроволновая печь LG;1;2026-01-01;FALSE
13104;СТЕЛАЖИ(карманы)для ХРАН.ГОТ.ПРОД-И на складе;6;2026-01-01;FALSE
13105;"ОГНЕТУШИТЕЛЬ ВВК-1,4на подст.";2;2026-01-01;FALSE
13106;Гайковерт ударн. 3/4 в комп.корпусе1357Нm 407;1;2026-01-01;FALSE
13107;РОЛЕТЫ лайт 210х170ткан.ситц.беж;5;2026-01-01;FALSE
13108;Тумба закрита (2шт);2;2026-01-01;FALSE
13109;Окуляри мод. V 6100;20;2026-01-01;FALSE
13110;ШКАФЫ (тех.отд);7;2026-01-01;FALSE
13111;Огнетушитель ВВК-2 с подставкой;2;2026-01-01;FALSE
13112;каскетка ударост.;54;2026-01-01;FALSE
13113;Тумба мобільна;2;2026-01-01;FALSE
13114;Стол для перег.криволин.1100х600х750Н;2;2026-01-01;FALSE
13115;Черевики  утепл. FIRWIN;25;2026-01-01;FALSE
13116;КУРТКА УТЕП.СПЕЦНАЗ;37;2026-01-01;FALSE
13117;Подставка под болты кас.верт.валков стана  УПС;1;2026-01-01;FALSE
13118;"ОГНЕТУШИТЕЛЬ ВВК-3,5на подст.";2;2026-01-01;FALSE
13119;ЛЕСТНИЦА "Трембита";1;2026-01-01;FALSE
13120;Напівчеревики "Ургент";5;2026-01-01;FALSE
13121;Точка доступа UniFi UAP AC;2;2026-01-01;FALSE
13122;Костюм волог. CLEO;32;2026-01-01;FALSE
13123;НАБОР ОТВЕРТОК ДИЭЛЕКТР STAYER/6шт;1;2026-01-01;FALSE
13124;полуботинтки утепленныз;8;2026-01-01;FALSE
13125;Черевики шкіряні утеплені FIRWIN;24;2026-01-01;FALSE
13126;СТУЛ РЕКС.обшаяW55cv;4;2026-01-01;FALSE
13127;Аппарат сварочный ТЕСЛА ММА-253;1;2026-01-01;FALSE
