code;name;in_stock_balance;created_at;is_weight
10281;Затискач маси для зварюв.МК 250А;1;2026-01-01;FALSE
10282;Затискач маси для зварюв.МК 600А;1;2026-01-01;FALSE
10283;Башмак до ТКН-9А;3;2026-01-01;FALSE
10294;ДСТУ 8938:2019 377х36 ст20;2.444;2026-01-01;FALSE
10299;ДСТУ 8938:2019 406х10 ст20;2.73;2026-01-01;FALSE
10325;ДСТУ 8939:2019 426х45 ст45;1.31;2026-01-01;FALSE
10332;Труба проф. 70х70х 4 ст09Г2С;0;2026-01-01;FALSE
10336;ДСТУ 8938:2019 194х 8 ст20;9.61;2026-01-01;FALSE
10338;Електродвигун OMR63B4 В35;1;2026-01-01;FALSE
10342;ДСТУ 8938:2019 203х30 ст20;4.49;2026-03-11;FALSE
10348;ДСТУ 8938:2019 426х45 ст45;5.776;2026-01-01;FALSE
10350;ДСТУ 8938:2019 194х20 ст20;0.55;2026-01-01;FALSE
10360;ДСТУ 8938:2019 73х 4 ст20;0.21;2026-01-01;FALSE
10372;Труба проф. 42х42х 6 ст20;2.18;2026-01-01;FALSE
10373;ДСТУ 8938:2019 406х60 ст45;4.284;2026-01-01;FALSE
10380;ДСТУ 8939:2019 22х5 ст20;0.007;2026-01-01;FALSE
10382;ДСТУ 8938:2019 180х18 ст35;25.922;2026-03-23;FALSE
10383;ДСТУ 8938:2019 102х16 ст35;1.166;2026-01-01;FALSE
10389;ДСТУ 8938:2019 152х30 ст35;6.686;2026-04-07;FALSE
10391;ДСТУ 8938:2019 146х36 ст35;4.284;2026-01-01;FALSE
10392;ДСТУ 8938:2019 146х16 ст35;3.59;2026-01-01;FALSE
10393;ДСТУ 8938:2019 146х28 ст35;2.342;2026-01-01;FALSE
10394;ДСТУ 8938:2019 140х18 ст35;6.12;2026-01-01;FALSE
10397;ДСТУ 8938:2019 159х18 ст35;10.262;2026-01-01;FALSE
10431;ГОСТ 10705 89х 3.5 ст3пс;0.12;2026-01-01;FALSE
10432;ГОСТ 10705 114х 4.5 ст3пс;0.315;2026-01-01;FALSE
10433;ГОСТ 10705 127х 4.5 ст3пс;0.1;2026-01-01;FALSE
10436;Реміінь привідний;1;2026-01-01;FALSE
10437;ГОСТ 10705 273х 5 ст1-3пс;0.39;2026-01-01;FALSE
10441;ДСТУ 8938:2019 83х16 ст35;3.646;2026-01-01;FALSE
10442;ДСТУ 8938:2019 152х25 ст35;6.942;2026-01-01;FALSE
10443;ДСТУ 8938:2019 133х 6 ст20;7.635;2026-01-01;FALSE
10446;ДСТУ 8938:2019 89х12 ст20;2.729;2026-01-01;FALSE
10454;ДСТУ 8938:2019 73х 5 ст09Г2С;9.89;2026-04-17;FALSE
10456;ДСТУ 8938:2019 70х 3.5 ст20;6.238;2026-01-01;FALSE
10457;ДСТУ 8938:2019 114х12 ст35;1.598;2026-01-01;FALSE
10466;ДСТУ 8938:2019 89х16 ст35;6.468;2026-01-01;FALSE
10468;ДСТУ 8938:2019 351х14 ст20;4.83;2026-01-01;FALSE
10469;ДСТУ 8938:2019 351х16 ст20;4.643;2026-01-01;FALSE
10471;ДСТУ 8938:2019 325х60 ст20;4.754;2026-04-07;FALSE
10473;Труба проф. 100х100х 4 ст20;5.09;2026-01-01;FALSE
10476;Труба проф. 140х80х 4 ст20;2.35;2026-01-01;FALSE
10484;ДСТУ 8938:2019 180х18 ст20;10.316;2026-02-27;FALSE
10485;ДСТУ 8938:2019 133х22 ст35;7.608;2026-01-01;FALSE
10486;Труба проф. 140х60х 4 ст20;2.23;2026-01-01;FALSE
10487;ДСТУ 8938:2019 89х22 ст35;0;2026-01-01;FALSE
10488;ДСТУ 8938:2019 108х18 ст35;7.878;2026-01-01;FALSE
10489;ДСТУ 8938:2019 108х22 ст35;3.117;2026-01-01;FALSE
10490;ДСТУ 8938:2019 152х20 ст35;6.594;2026-03-25;FALSE
10491;ДСТУ 8938:2019 121х10 ст20;1.52;2026-01-01;FALSE
10493;ДСТУ 8938:2019 102х12 ст35;1.766;2026-01-01;FALSE
10494;ДСТУ 8938:2019 180х10 ст20;0;2026-01-01;FALSE
10499;ДСТУ 8938:2019 38х 2.6 ст20;2.294;2026-01-01;FALSE
10500;ДСТУ 8938:2019 45х 5 ст20;1.877;2026-01-01;FALSE
10501;Труба проф. 120х80х 4 ст20;1.423;2026-01-01;FALSE
10515;ДСТУ 8938:2019 146х12 ст35;5.825;2026-01-01;FALSE
10517;ДСТУ 8938:2019 146х 8 ст20;2.603;2026-01-01;FALSE
10519;ДСТУ 8938:2019 159х 5 ст20;37.344;2026-01-01;FALSE
10539;Панель ПВХ ЕХ 07.01 "Ліон white" 7*250*3000мм/1шт=075кв.м/;11;2026-01-01;FALSE
10541;ДСТУ 8938:2019 89х 5 ст09Г2С;7.67;2026-01-01;FALSE
10542;ДСТУ 8938:2019 60х 4 ст09Г2С;0;2026-02-25;FALSE
10543;ДСТУ 8938:2019 121х16 ст35;9.25;2026-01-01;FALSE
10544;ДСТУ 8938:2019 57х 4.5 ст20;0.04;2026-01-01;FALSE
10545;ДСТУ 8938:2019 406х12 ст20;5.492;2026-01-01;FALSE
10546;ДСТУ 8938:2019 108х 6 ст20;3.828;2026-01-01;FALSE
10548;ДСТУ 8938:2019 219х 8 ст20;4.186;2026-01-01;FALSE
10549;ДСТУ 8938:2019 245х 8 ст20;0.06;2026-01-01;FALSE
10550;ДСТУ 8938:2019 406х40 ст20;6.981;2026-01-01;FALSE
10552;ДСТУ 8938:2019 108х 4 ст20;0.873;2026-01-01;FALSE
10553;ДСТУ 8938:2019 102х12 ст20;8.374;2026-01-01;FALSE
10554;ДСТУ 8938:2019 159х 6 ст20;1.568;2026-01-01;FALSE
10555;ДСТУ 8938:2019 114х 8 ст20;0;2026-01-01;FALSE
10556;ДСТУ 8938:2019 89х 6 ст20;29.616;2026-01-01;FALSE
10557;ДСТУ 8938:2019 57х 6 ст20;7.145;2026-01-01;FALSE
10558;ДСТУ 8938:2019 57х 4 ст20;28.003;2026-01-01;FALSE
10559;ДСТУ 8938:2019 273х42 ст20;4.13;2026-02-03;FALSE
10561;ДСТУ 8938:2019 194х25 ст20;3.976;2026-03-09;FALSE
10562;ДСТУ 8938:2019 108х25 ст45;0.05;2026-01-01;FALSE
10564;ДСТУ 8938:2019 121х14 ст35;2.324;2026-01-01;FALSE
10565;ДСТУ 8938:2019 121х20 ст20;3.186;2026-01-01;FALSE
10566;ДСТУ 8938:2019 159х 8 ст20;6.98;2026-03-16;FALSE
10567;ДСТУ 8938:2019 89х14 ст20;0.382;2026-01-01;FALSE
10568;ДСТУ 8938:2019 219х14 ст20;7.751;2026-01-01;FALSE
10569;ДСТУ 8938:2019 159х10 ст20;5.35;2026-01-01;FALSE
10570;ДСТУ 8938:2019 133х10 ст20;7.835;2026-01-01;FALSE
10571;ДСТУ 8938:2019 140х16 ст35;5.307;2026-01-01;FALSE
10573;ДСТУ 8938:2019 60х 4 ст20;0.025;2026-01-01;FALSE
10574;ДСТУ 8938:2019 152х 6 ст20;4.024;2026-01-01;FALSE
10575;ДСТУ 8938:2019 159х 4.5 ст20;5.5;2026-03-17;FALSE
10576;ДСТУ 8938:2019 180х 8 ст20;23.38;2026-01-01;FALSE
10578;ДСТУ 8938:2019 194х25 ст35;6.842;2026-01-01;FALSE
10579;ДСТУ 8938:2019 325х14 ст20;0.082;2026-01-01;FALSE
10580;ДСТУ 8938:2019 32х 2.6 ст20;5.215;2026-01-01;FALSE
10581;ДСТУ 8938:2019 57х 5 ст20;11.27;2026-01-01;FALSE
10582;ДСТУ 8938:2019 32х 3 ст20;3.616;2026-01-01;FALSE
10583;ДСТУ 8938:2019 51х 2.5 ст20;5.53;2026-01-01;FALSE
10584;ДСТУ 8938:2019 33.7х 3 ст20;10.234;2026-03-10;FALSE
10585;ДСТУ 8938:2019 33.7х 4 ст20;7.029;2026-01-01;FALSE
10586;ДСТУ 8938:2019 89х 4 ст20;23.891;2026-01-01;FALSE
10587;ДСТУ 8938:2019 76х 4 ст20;35.445;2026-01-01;FALSE
10588;ДСТУ 8938:2019 351х40 ст20;0.012;2026-01-01;FALSE
10590;ДСТУ 8938:2019 406х60 ст20;11.489;2026-01-01;FALSE
10591;ДСТУ 8938:2019 51х 5 ст20;0.294;2026-01-01;FALSE
10592;ДСТУ 8938:2019 42х 4 ст20;1.475;2026-01-01;FALSE
10593;ДСТУ 8938:2019 42х 4.5 ст20;5.475;2026-01-01;FALSE
10595;ДСТУ 8938:2019 42х 5 ст20;1.466;2026-01-01;FALSE
10596;ДСТУ 8938:2019 48.3х 5 ст20;12.926;2026-01-01;FALSE
10597;ДСТУ 8938:2019 50х 5 ст20;10.75;2026-04-07;FALSE
10599;ДСТУ 8938:2019 51х 3 ст20;23.071;2026-01-01;FALSE
10600;ДСТУ 8938:2019 60х 3 ст20;0.428;2026-01-01;FALSE
10601;ДСТУ 8938:2019 60х 3.5 ст20;0.205;2026-01-01;FALSE
10602;ДСТУ 8938:2019 76х 5 ст20;28.18;2026-01-01;FALSE
10603;ДСТУ 8938:2019 83х16 ст20;1.578;2026-01-01;FALSE
10604;ДСТУ 8938:2019 76х 3.5 ст20;27.155;2026-01-01;FALSE
10606;ДСТУ 8938:2019 83х 8 ст20;0.025;2026-01-01;FALSE
10608;ДСТУ 8938:2019 83х14 ст35;6.501;2026-01-01;FALSE
10609;ДСТУ 8938:2019 83х18 ст35;8.188;2026-01-01;FALSE
10610;ДСТУ 8938:2019 89х 5 ст20;30.1;2026-01-01;FALSE
10611;ДСТУ 8938:2019 89х 8 ст20;19.505;2026-01-01;FALSE
10613;ДСТУ 8938:2019 83х12 ст35;2.168;2026-01-01;FALSE
10614;ДСТУ 8938:2019 108х 5 ст20;8.985;2026-01-01;FALSE
10616;Наконечник мідний 35-10-9;20;2026-01-01;FALSE
10617;Наконечник мідний DT-50/10;5;2026-01-01;FALSE
10618;Провід ПВ-3 10;10;2026-01-01;FALSE
10621;Стяжка кабельна пласт.5х300мм;3;2026-01-01;FALSE
10622;"Термоусаджувальна трубка 4,0/2,0 шт.(1м)";6;2026-01-01;FALSE
10626;Пружина сц;6;2026-01-01;FALSE
10628;Комутатор;1;2026-01-01;FALSE
10638;ДСТУ 8938:2019 273х 8 ст20;5.465;2026-01-01;FALSE
10639;ДСТУ 8938:2019 108х 8 ст20;5.9;2026-01-01;FALSE
10640;ДСТУ 8938:2019 60х 5 ст20;29.237;2026-01-01;FALSE
10641;ДСТУ 8938:2019 133х30 ст35;7.514;2026-03-24;FALSE
10642;ДСТУ 8938:2019 89х10 ст20;6.495;2026-02-17;FALSE
10643;ДСТУ 8938:2019 426х10 ст20;8.629;2026-01-01;FALSE
10644;ДСТУ 8938:2019 426х 9 ст20;0.102;2026-01-01;FALSE
10645;ДСТУ 8938:2019 76х12 ст20;1.19;2026-01-01;FALSE
10646;ДСТУ 8938:2019 245х40 ст20;4.47;2026-02-27;FALSE
10647;ДСТУ 8938:2019 48.3х 3 ст20;5.33;2026-01-01;FALSE
10648;ДСТУ 8938:2019 133х 5 ст20;5.579;2026-01-01;FALSE
10649;ДСТУ 8938:2019 76х16 ст20;4.13;2026-01-01;FALSE
10650;ДСТУ 8938:2019 102х22 ст20;0.13;2026-01-01;FALSE
10651;ДСТУ 8938:2019 32х 4 ст20;9.834;2026-01-01;FALSE
10652;ДСТУ 8938:2019 50х 3 ст20;6.11;2026-04-07;FALSE
10661;Втулка дистанційна;4;2026-01-01;FALSE
10683;ДСТУ 8938:2019 194х20 ст35;4.86;2026-01-01;FALSE
10685;ДСТУ 8938:2019 114х14 ст20;3.45;2026-01-01;FALSE
10686;ДСТУ 8938:2019 57х 3 ст20;3.916;2026-02-17;FALSE
10687;ДСТУ 8938:2019 273х 7 ст20;2.525;2026-01-01;FALSE
10689;ДСТУ 8938:2019 299х60 ст20;3.38;2026-02-11;FALSE
10690;ДСТУ 8938:2019 48.3х 4 ст20;1.649;2026-01-01;FALSE
10691;ДСТУ 8938:2019 108х28 ст35;3.748;2026-01-01;FALSE
10692;ДСТУ 8938:2019 127х14 ст20;0;2026-01-01;FALSE
10693;ДСТУ 8938:2019 114х28 ст35;12.582;2026-01-01;FALSE
10694;ДСТУ 8938:2019 219х40 ст20;2.822;2026-01-01;FALSE
10695;ДСТУ 8938:2019 32х 4.5 ст20;5.49;2026-01-01;FALSE
10696;ДСТУ 8938:2019 38х 3 ст20;6.734;2026-01-01;FALSE
10697;ДСТУ 8938:2019 57х 3.5 ст20;12.027;2026-01-01;FALSE
10698;ДСТУ 8938:2019 73х 4 ст20;9.08;2026-03-24;FALSE
10699;ДСТУ 8938:2019 102х 8 ст20;20.525;2026-01-01;FALSE
10700;ДСТУ 8938:2019 102х 4 ст20;0;2026-01-01;FALSE
10701;ДСТУ 8938:2019 76х10 ст35;4.835;2026-01-01;FALSE
10702;ДСТУ 8938:2019 76х12 ст35;10.335;2026-03-24;FALSE
10704;ДСТУ 8938:2019 102х 5 ст20;10.01;2026-01-01;FALSE
10705;ДСТУ 8938:2019 102х 6 ст20;9.69;2026-03-20;FALSE
10706;ДСТУ 8938:2019 102х18 ст35;1.545;2026-01-01;FALSE
10707;ДСТУ 8938:2019 102х20 ст20;3.65;2026-01-01;FALSE
10708;ДСТУ 8938:2019 102х24 ст35;7.136;2026-01-01;FALSE
10709;ДСТУ 8938:2019 108х10 ст20;9.843;2026-01-01;FALSE
10710;ДСТУ 8938:2019 108х20 ст20;1.386;2026-01-01;FALSE
10711;ДСТУ 8938:2019 108х25 ст20;2.272;2026-01-01;FALSE
10713;ДСТУ 8938:2019 114х16 ст20;0;2026-01-01;FALSE
10714;ДСТУ 8938:2019 114х16 ст35;0.06;2026-01-01;FALSE
10716;ДСТУ 8938:2019 121х25 ст20;0.26;2026-01-01;FALSE
10718;ДСТУ 8938:2019 127х 6 ст20;9.145;2026-01-01;FALSE
10719;ДСТУ 8938:2019 127х12 ст20;3.275;2026-01-01;FALSE
10720;ДСТУ 8938:2019 127х16 ст35;6.98;2026-03-16;FALSE
10723;ДСТУ 8938:2019 133х22 ст20;0;2026-01-01;FALSE
10724;ДСТУ 8938:2019 83х 3.5 ст20;0.1;2026-01-01;FALSE
10725;ДСТУ 8938:2019 51х 4 ст20;8.739;2026-01-01;FALSE
10728;ДСТУ 8938:2019 76х 3 ст20;2.415;2026-01-01;FALSE
10729;ДСТУ 8938:2019 73х 5 ст20;4.645;2026-01-01;FALSE
10730;ДСТУ 8938:2019 203х20 ст20;6.303;2026-01-01;FALSE
10731;ДСТУ 8938:2019 203х50 ст20;1.75;2026-01-01;FALSE
10732;ДСТУ 8938:2019 245х18 ст20;6.038;2026-03-31;FALSE
10733;ДСТУ 8938:2019 273х50 ст20;0;2026-02-27;FALSE
10734;ДСТУ 8938:2019 70х 6 ст20;5.94;2026-02-27;FALSE
10736;ДСТУ 8938:2019 325х30 ст20;6.302;2026-04-07;FALSE
10739;ДСТУ 8938:2019 76х 6 ст20;34.12;2026-02-27;FALSE
10740;ДСТУ 8938:2019 245х10 ст20;2.009;2026-01-01;FALSE
10741;ДСТУ 8938:2019 219х10 ст20;0;2026-01-01;FALSE
10742;ДСТУ 8938:2019 38х 4 ст20;16.196;2026-01-01;FALSE
10743;ДСТУ 8938:2019 377х 9 ст20;9.1;2026-01-01;FALSE
10744;ДСТУ 8938:2019 426х16 ст20;0;2026-01-01;FALSE
10747;ДСТУ 8938:2019 168х 8 ст09Г2С;3.765;2026-01-01;FALSE
10748;ДСТУ 8938:2019 45х 4 ст20;2.538;2026-01-01;FALSE
10749;ДСТУ 8938:2019 76х10 ст20;9.56;2026-01-01;FALSE
10750;ДСТУ 8938:2019 121х 5 ст20;1.468;2026-01-01;FALSE
10751;ДСТУ 8938:2019 133х14 ст35;5.488;2026-01-01;FALSE
10752;ДСТУ 8938:2019 140х 6 ст20;0;2026-01-01;FALSE
10753;ДСТУ 8938:2019 140х14 ст35;1.805;2026-01-01;FALSE
10754;ДСТУ 8938:2019 140х20 ст45;5.381;2026-01-01;FALSE
10755;ДСТУ 8938:2019 89х16 ст20;1.786;2026-01-01;FALSE
10756;Дріт зварювальний полір.ОК AristoRod 12.5 1.6mm (18кг);588;2026-01-01;FALSE
10758;ДСТУ 8938:2019 146х10 ст20;0;2026-01-01;FALSE
10759;ДСТУ 8938:2019 146х14 ст20;2.97;2026-01-01;FALSE
10760;ДСТУ 8938:2019 152х12 ст20;2.83;2026-01-01;FALSE
10761;ДСТУ 8938:2019 152х14 ст20;2.97;2026-01-01;FALSE
10762;ДСТУ 8938:2019 152х25 ст20;3.077;2026-01-01;FALSE
10763;ДСТУ 8938:2019 159х 7 ст20;17.255;2026-01-01;FALSE
10764;ДСТУ 8938:2019 159х28 ст35;6.734;2026-03-24;FALSE
10765;ДСТУ 8938:2019 168х10 ст20;23.065;2026-03-31;FALSE
10766;ДСТУ 8938:2019 168х14 ст20;0.74;2026-01-01;FALSE
10767;ДСТУ 8938:2019 203х36 ст20;4.73;2026-03-10;FALSE
10768;ДСТУ 8938:2019 219х 6 ст20;5.001;2026-01-01;FALSE
10769;ДСТУ 8938:2019 219х30 ст45;1.669;2026-01-01;FALSE
10770;ДСТУ 8938:2019 219х36 ст20;7.666;2026-01-01;FALSE
10771;ДСТУ 8938:2019 219х45 ст20;0;2026-01-01;FALSE
10772;ДСТУ 8938:2019 245х14 ст20;0.815;2026-01-01;FALSE
10773;ДСТУ 8938:2019 83х10 ст20;17.939;2026-01-01;FALSE
10774;ДСТУ 8938:2019 245х30 ст20;5.625;2026-02-10;FALSE
10776;ДСТУ 8938:2019 245х30 ст45;0.061;2026-01-01;FALSE
10777;ДСТУ 8938:2019 273х50 ст45;0.94;2026-01-01;FALSE
10778;ДСТУ 8938:2019 273х60 ст45;2.8;2026-01-01;FALSE
10780;ДСТУ 8938:2019 351х10 ст20;1.84;2026-01-01;FALSE
10781;ДСТУ 8938:2019 351х12 ст20;3.459;2026-01-01;FALSE
10782;ДСТУ 8938:2019 351х45 ст45;6.05;2026-01-01;FALSE
10784;ДСТУ 8938:2019 377х60 ст20;0.61;2026-01-01;FALSE
10785;ДСТУ 8938:2019 406х14 ст20;1.18;2026-01-01;FALSE
10786;ДСТУ 8938:2019 426х14 ст20;5.202;2026-01-01;FALSE
10787;ДСТУ 8938:2019 42х 3 ст20;2.494;2026-01-01;FALSE
10788;ДСТУ 8938:2019 42х 3.5 ст20;4.456;2026-01-01;FALSE
10789;ДСТУ 8938:2019 45х 3 ст20;3.606;2026-01-01;FALSE
10790;ДСТУ 8938:2019 48.3х 3.5 ст20;2.25;2026-01-01;FALSE
10791;ДСТУ 8938:2019 73х 6 ст20;0;2026-01-01;FALSE
10792;ДСТУ 8938:2019 76х16 ст35;6.911;2026-01-01;FALSE
10793;ДСТУ 8938:2019 83х 4 ст20;2.999;2026-01-01;FALSE
10802;ДСТУ 8938:2019 32х 3.5 ст20;1.307;2026-01-01;FALSE
10803;ДСТУ 8938:2019 114х20 ст35;0.467;2026-01-01;FALSE
10804;ДСТУ 8938:2019 121х25 ст35;6.565;2026-01-01;FALSE
10805;ДСТУ 8938:2019 133х30 ст20;1.56;2026-01-01;FALSE
10806;ДСТУ 8938:2019 180х32 ст20;1.968;2026-01-01;FALSE
10807;ДСТУ 8938:2019 89х10 ст35;26.29;2026-01-01;FALSE
10808;ДСТУ 8938:2019 89х12 ст35;3.535;2026-01-01;FALSE
10831;ДСТУ 8939:2019 89х14 ст20;0.03;2026-01-01;FALSE
10834;ДСТУ 8938:2019 89х 9 ст20;1.57;2026-01-01;FALSE
10835;ДСТУ 8938:2019 168х 8 ст20;5.636;2026-01-01;FALSE
10837;ДСТУ 8938:2019 95х 6 ст20;14.294;2026-01-01;FALSE
10838;Труба проф. 140х60х 5 ст09Г2С;0.11;2026-01-01;FALSE
10840;ДСТУ 8938:2019 159х22 ст20;28.082;2026-01-01;FALSE
10841;ДСТУ 8938:2019 140х 5 ст20;9.9;2026-01-01;FALSE
10842;ДСТУ 8938:2019 95х22 ст45;5.178;2026-01-01;FALSE
10844;ДСТУ 8938:2019 168х32 ст20;0;2026-01-01;FALSE
10845;ДСТУ 8938:2019 273х20 ст20;4.089;2026-01-01;FALSE
10847;ДСТУ 8938:2019 140х16 ст20;0;2026-01-01;FALSE
10848;ДСТУ 8938:2019 140х28 ст45;4.512;2026-01-01;FALSE
10853;ДСТУ 8938:2019 299х30 ст45;9.408;2026-01-01;FALSE
10855;ДСТУ 8938:2019 325х50 ст20;0.48;2026-01-01;FALSE
10862;ДСТУ 8938:2019 140х18 ст20;2.74;2026-01-01;FALSE
10864;ДСТУ 8938:2019 168х16 ст20;2.381;2026-01-01;FALSE
10865;ДСТУ 8938:2019 203х45 ст20;0.19;2026-01-01;FALSE
10869;ДСТУ 8938:2019 95х20 ст20;0.143;2026-01-01;FALSE
10873;ДСТУ 8938:2019 159х36 ст20;1.34;2026-01-01;FALSE
10875;ДСТУ 8938:2019 245х60 ст20;6.455;2026-02-10;FALSE
10877;ДСТУ 8938:2019 152х25 ст45;5.282;2026-03-09;FALSE
10880;ДСТУ 8938:2019 89х10 ст45;0;2026-01-01;FALSE
10881;ДСТУ 8938:2019 133х25 ст20;1.872;2026-01-01;FALSE
10888;Кнопка КЕ011 тип2 чор.;4;2026-01-01;FALSE
10889;Кнопка КЕ011 тип2 черв.;5;2026-01-01;FALSE
10898;ДСТУ 8938:2019 203х40 ст35;0.66;2026-01-01;FALSE
10899;ДСТУ 8938:2019 219х40 ст35;0.76;2026-01-01;FALSE
10926;ДСТУ 8939:2019 530х70 ст20;0.043;2026-01-01;FALSE
10929;Клема маси 600А;1;2026-01-01;FALSE
10930;Скло захисне зов.(комп.-5шт) Visor;2;2026-01-01;FALSE
10934;Труба проф. 100х80х 4 ст20;0.81;2026-01-01;FALSE
10936;Смуга стартова S2 3м білий;4;2026-01-01;FALSE
10937;ДСТУ 8938:2019 219х12 ст20;0.918;2026-01-01;FALSE
10938;ДСТУ 8938:2019 121х30 ст35;6.031;2026-01-01;FALSE
10939;ДСТУ 8938:2019 133х 8 ст20;0;2026-01-01;FALSE
10942;Винт кріплення різця;16;2026-01-01;FALSE
10943;Винт стяжний;16;2026-01-01;FALSE
10945;Стартер п/пуск;2;2026-01-01;FALSE
10946;Стартер усп;1;2026-01-01;FALSE
10948;Диск с нап.;6;2026-01-01;FALSE
10952;Защита;2;2026-01-01;FALSE
10954;Нож без напайки;1;2026-01-01;FALSE
10955;Прокладки;1;2026-01-01;FALSE
10958;Колодки сциплен.;2;2026-01-01;FALSE
10968;ДСТУ 8938:2019 127х 8 ст20;5.605;2026-01-01;FALSE
10970;ДСТУ 8938:2019 127х 5 ст20;6.17;2026-01-01;FALSE
10971;ДСТУ 8938:2019 146х11 ст20;0.07;2026-01-01;FALSE
10972;ДСТУ 8938:2019 152х 5 ст20;30.24;2026-01-01;FALSE
10973;"Олива гідравлічна SHELL Telius S2 M68,209л.";0;2026-01-01;FALSE
10975;ДСТУ 8938:2019 219х18 ст20;0;2026-01-01;FALSE
10976;ДСТУ 8938:2019 377х10 ст20;10.499;2026-02-02;FALSE
10977;ДСТУ 8938:2019 377х14 ст20;0.22;2026-01-01;FALSE
10978;ДСТУ 8938:2019 299х28 ст35;1.685;2026-01-01;FALSE
10979;ДСТУ 8938:2019 299х25 ст35;1.47;2026-01-01;FALSE
10991;ДСТУ 8938:2019 89х 3.5 ст20;12.178;2026-01-01;FALSE
10994;ДСТУ 8540:2015 Смуга 8х170х6000 S235JR;3.125;2026-01-01;FALSE
11001;ДСТУ 8540:2015 Смуга 10х370х6000 S235JR;0;2026-02-27;FALSE
11003;ДСТУ 8938:2019 114х 7 ст20;0.057;2026-01-01;FALSE
11004;МАСЛО трансмис.(20л) YUKOIL;0;2026-01-01;FALSE
11005;ДСТУ 8938:2019 95х12 ст20;6.724;2026-02-17;FALSE
11006;ДСТУ 8938:2019 102х10 ст20;14.805;2026-01-01;FALSE
11011;ДСТУ 8938:2019 245х20 ст20;6.098;2026-03-31;FALSE
11013;Електроенергія;0;2026-01-31;FALSE
11045;Дезінфік.комплект;2;2026-04-07;FALSE
11046;ДСТУ 8938:2019 22х5 ст20;0.021;2026-01-01;FALSE
11047;ДСТУ 8939:2019 10х 1.5 ст20;0.099;2026-01-01;FALSE
11048;ДСТУ 8939:2019 12х 1.5 ст20;0.121;2026-01-01;FALSE
11049;ДСТУ 8939:2019 14х 1.5 ст20;0.1;2026-01-01;FALSE
11050;ДСТУ 8939:2019 16х 1.5 ст20;0.011;2026-01-01;FALSE
11051;ДСТУ 8939:2019 18х 1.5 ст20;0.16;2026-01-01;FALSE
11052;ДСТУ 8939:2019 21х 1.5 ст20;0.015;2026-01-01;FALSE
11053;ДСТУ 8939:2019 22х1.5 ст20;0.081;2026-01-01;FALSE
11054;ДСТУ 8939:2019 25х 1.5 ст20;0.026;2026-01-01;FALSE
11056;ДСТУ 8939:2019 28х 1.5 ст20;0.008;2026-01-01;FALSE
11057;ДСТУ 8939:2019 30х 1.5 ст20;0.005;2026-01-01;FALSE
11058;ДСТУ 8939:2019 32х 1.5 ст20;0.023;2026-01-01;FALSE
11059;ДСТУ 8939:2019 34х 1.5 ст20;0.244;2026-01-01;FALSE
11060;ДСТУ 8939:2019 36х 1.5 ст20;0.221;2026-01-01;FALSE
11061;ДСТУ 8939:2019 36х 2 ст20;0.005;2026-01-01;FALSE
11062;ДСТУ 8939:2019 38х 1.5 ст20;0.133;2026-01-01;FALSE
11064;ДСТУ 8939:2019 40х 2 ст20;0.997;2026-01-01;FALSE
11087;"Болт DIN 912 М12х30 12,9 (пач.-100шт.)";20;2026-01-01;FALSE
11088;"Болт ISO 7380 М6х12 10,9 (пач..-100шт.)";2;2026-01-01;FALSE
11092;"СТРОП  канатний СКП 4,0 т (5000мм)";4;2026-01-01;FALSE
11093;ДСТУ 8938:2019 152х18 ст35;6.2;2026-03-18;FALSE
11094;ДСТУ 8938:2019 33.7х 3.5 ст20;7.826;2026-01-01;FALSE
11095;ДСТУ 8938:2019 102х20 ст35;5.358;2026-01-01;FALSE
11096;ДСТУ 8938:2019 108х16 ст35;11.87;2026-01-01;FALSE
11097;ДСТУ 8938:2019 245х 7 ст20;1.605;2026-02-16;FALSE
11098;Труба електрозварна 530х10 стS235JR;0;2026-01-01;FALSE
11101;ДСТУ 8938:2019 180х12 ст20;0.18;2026-02-16;FALSE
11102;ДСТУ 8938:2019 89х14 ст35;4.372;2026-01-01;FALSE
11103;ДСТУ 8938:2019 159х 6 ст09Г2С;0;2026-01-01;FALSE
11109;Наконечник мідний DT 25;10;2026-01-01;FALSE
11114;ДСТУ 8938:2019 83х 5 ст20;6.753;2026-01-01;FALSE
11117;ДСТУ 8938:2019 426х12 ст20;0.12;2026-01-01;FALSE
11119;Пружина 1940.8013;2;2026-01-01;FALSE
11122;Вставні пластини Hardox (пач-10шт.);3;2026-01-01;FALSE
11128;Плита 500х500;81;2026-01-01;FALSE
11131;ДСТУ 8938:2019 325х 8 ст20;1.025;2026-01-01;FALSE
11143;Keraflex Extra S1 Grey\25;11;2026-01-01;FALSE
11150;Светильник светодиод.AVOCA LC R6055 105w;5;2026-01-01;FALSE
11152;ДСТУ 8938:2019 33.7х 4.5 ст20;5.72;2026-01-01;FALSE
11154;ДСТУ 8938:2019 180х22 ст20;9.113;2026-01-01;FALSE
11159;Труба проф. 160х90х 6 ст09Г2С;0.16;2026-01-01;FALSE
11160;ДСТУ 8939:2019 30х 3 ст20;0.007;2026-01-01;FALSE
11162;"СТРОП  канатний СКП 2,0 т (2600мм)";4;2026-01-01;FALSE
11163;"СТРОП  канатний СКП 2,5 т (3500мм)";12;2026-01-01;FALSE
11164;"СТРОП  канатний СКП 4,0 т (3500мм)";2;2026-01-01;FALSE
